순번,회사명,대표자명,공장대표주소(도로명),공장대표주소(지번),대표업종번호,업종번호,업종명,행정기관,등록일,종업원수,생산품
63,(주)뮤온시스템 제3공장,이철우,"경기도 여주시 삼밭골길 26-16, 1동 (월송동)",경기도 여주시 월송동 214 1동,28123,"28123, 27215, 28410",배전반 및 전기 자동제어반 제조업 외 2 종,경기도 여주시,2023-09-11,2,"배전반 및 자동제어반 제조, 컴퓨터시스템 통합 자문,구축 및 관리, 응용소프트웨어개발,공급, 전구,램프 및 조명장치제조"
57,(주)리트코,박종운,경기도 여주시 주내로 853 (멱곡동),경기도 여주시 멱곡동 319번지,28123,"28123, 26294, 26299, 27213, 27215, 29172, 29173, 29174, 29175, 29177, 29199",배전반 및 전기 자동제어반 제조업 외 10 종,경기도 여주시,2025-07-30,9,"전자감지장치, 기타 전자부품, 물질검사, 측정 및 분석기구, 기기용 자동측정 및 제어장치, 도로결빙방지 시스템, 전기집진 시스템 등, 가정용 및 산업용 공기 조화장치, 운송장비용 공기 조화장치, 산업용 송풍기 및 배기장치, 기체 여과기, 증류기, 열교환기 및 가스발생기, 그 외 기타 일반목적용 기계"
191,(주)지구시스템,최지선,,경기도 여주시 가남읍 심석리 219-2 외 1필지,28123,"28123, 27215",배전반 및 전기 자동제어반 제조업 외 1 종,경기도 여주시,2025-07-18,4,"전기 자동제어반, 배전반, 기기용 자동 측정 및 제어장치 제조업"
26,(주)뉴영이시티,오태수,경기도 여주시 산북면 광여로 1575,경기도 여주시 산북면 용담리 148-1,28123,"28123, ",배전반 및 전기 자동제어반 제조업,경기도 여주시,2025-02-26,4,분전반
134,(주)에코아이씨티,이길재,경기도 여주시 여주남로 328 (연라동),경기도 여주시 연라동 392-8번지,26421,"26421, 26329, 26410, 26422, 26429",방송장비 제조업 외 4 종,경기도 여주시,2020-04-28,4,방송장비(cctv)
534,에스지씨테크놀로지(주),고순청,경기도 여주시 능서면 양화로 698-24,경기도 여주시 능서면 매류리 212-2번지,32300,"32300, ","방송수신기및기타영상,음향기기제조업",경기도 여주시,2005-06-15,100,방송수신기전자
116,(주)씨테크,김석기,경기도 여주시 가남읍 가남로 421,경기도 여주시 가남읍 양귀리 511-1번지,26121,"26121, 26129",발광 다이오드 제조업 외 1 종,경기도 여주시,2017-06-27,32,saw filter(이동통신 중계기)
236,(주)한민미생물연구소,정재능,경기도 여주시 가남읍 경충대로 1473-51,경기도 여주시 가남읍 신해리 670-6번지,10901,"10901, 10839, 10902, 10903, 20312, 20313",반려동물용 사료 제조업 외 5 종,경기도 여주시,2015-06-05,2,"보조사료, 단미사료, 미생물비료, 배양 활성효모, 청국장 환"
554,영농조합법인서흥티.엠.알,장동춘,경기도 여주시 흥천면 흥천로 423-5 외 1필지,경기도 여주시 흥천면 효지리 182-5번지 외 1필지,10901,"10901, 10902, 10903",반려동물용 사료 제조업 외 2 종,경기도 여주시,2013-10-01,5,사료(티엠알)
747,한국농업메디아,최한순,경기도 여주시 가남읍 송림2길 7,경기도 여주시 가남읍 송림리 315-5번지,10901,"10901, 10902, 10903",반려동물용 사료 제조업 외 2 종,경기도 여주시,2005-01-19,2,사료
7,(주)경기티엠알,이남표,경기도 여주시 능서면 능서로 155-1,경기도 여주시 능서면 구양리 571-1,10901,"10901, 10902",반려동물용 사료 제조업 외 1 종,경기도 여주시,2020-11-25,9,"배합사료(고기소, 젖소)"
107,(주)신성바이오,김경옥,경기도 여주시 흥천면 능북로 220,경기도 여주시 흥천면 율극리 275-1번지,10901,"10901, 10903",반려동물용 사료 제조업 외 1 종,경기도 여주시,2020-06-06,2,단미사료
425,바이탈테크,박종범,경기도 여주시 세종대왕면 월평로 562-37,경기도 여주시 세종대왕면 광대리 440-1,10901,"10901, 10903",반려동물용 사료 제조업 외 1 종,경기도 여주시,2023-11-01,4,혼합성 단미사료
9,(주)고영테크놀러지,고광일,경기도 여주시 세종대왕면 광대2길 66-27,경기도 여주시 세종대왕면 광대리 527,29271,"29271, 27111, 27199",반도체 제조용 기계 제조업 외 2 종,경기도 여주시,2025-05-09,150,"수술보조용 의료기기, 정밀검사 측정장비, ."
682,참숯익는마을,이경옥,경기도 여주시 대신면 두라리길 53-94,경기도 여주시 대신면 하림리 626-4번지,20112,"20112, 20499, 21301",바이오매스계 기초 화학물질 제조업 외 2 종,경기도 여주시,2007-11-20,4,숯
249,(주)환경과안전,김재원,경기도 여주시 대신면 풍양1길 77,경기도 여주시 대신면 초현리 498-0,27213,"27213, 27211, 27212","물질 검사, 측정 및 분석기구 제조업 외 2 종",경기도 여주시,2024-09-12,2,기상/환경 계측(무인이동) 장비
591,윈스카이 산업드론,유웅재,경기도 여주시 세종대왕면 중부대로2703번길 12,경기도 여주시 세종대왕면 번도리 899-12,31312,"31312, ",무인 항공기 및 무인 비행장치 제조업,경기도 여주시,2025-04-17,1,산업용 드론
418,목아미,박찬수,경기도 여주시 강천면 이호3길 37,경기도 여주시 강천면 이호리 444-2번지,16232,"16232, ","목재 포장용 상자, 드럼 및 유사용기 제조업",경기도 여주시,1994-05-27,8,목제품
452,삼우목재,구자명,경기도 여주시 가남읍 여주남로 1063,경기도 여주시 가남읍 삼군리 562-1번지,16232,"16232, ","목재 포장용 상자, 드럼 및 유사용기 제조업",경기도 여주시,2020-12-02,7,나무파렛트
154,(주)원익큐브,문경수,경기도 여주시 장여로 1503 (삼교동) 외 2필지,경기도 여주시 삼교동 268-1번지 외 2필지,16103,"16103, ","목재 보존, 방부처리, 도장 및 유사 처리업",경기도 여주시,2022-07-01,6,방부목
456,삼진도예공방,김상철,"경기도 여주시 소지개길 80 (천송동, 삼진도형)",경기도 여주시 천송동 117번지,16291,"16291, 23221",목재 도구 및 주방용 나무제품 제조업 외 1 종,경기도 여주시,1997-04-08,6,가정용도자기
611,일산교역,김남수,경기도 여주시 흥천면 흥천로 708,경기도 여주시 흥천면 다대리 21번지,16291,"16291, ",목재 도구 및 주방용 나무제품 제조업,경기도 여주시,2018-06-21,2,목각밥상
258,가가플러스,김은정,경기도 여주시 점동면 안평로 105,경기도 여주시 점동면 장안리 641-2,16231,"16231, ",목재 깔판류 및 기타 적재판 제조업,경기도 여주시,2024-08-05,1,목재적재판
260,가남파렛트,주지경,경기도 여주시 가남읍 연삼로 34 외 1필지,경기도 여주시 가남읍 연대리 700 번지 외 1필지,16231,"16231, ",목재 깔판류 및 기타 적재판 제조업,경기도 여주시,2017-07-12,4,파렛트
41,(주)동명,최명윤,경기도 여주시 가남읍 경충대로 1473-39 외 1필지,경기도 여주시 가남읍 신해리 657-12번지 외 1필지,14491,"14491, 13221, 13222, 13223, 13224, 13229, 13409, 13991, 13999, 14111, 14112, 14191, 14192, 14199, 14300, 14499, 22211, 22299, 24321, 25200, 33910, 33993",모자 제조업 외 21 종,경기도 여주시,2019-04-10,9,산업용 안전장비
779,혁신텍스,임관혁,경기도 여주시 점동면 부구로 28,경기도 여주시 점동면 청안리 83-8,13211,"13211, 13213, 13219",면직물 직조업 외 2 종,경기도 여주시,2020-08-12,2,면 원단
324,농업회사법인 현농(주),조현벽,경기도 여주시 가남읍 여주남로 1071-1 외 1필지,경기도 여주시 가남읍 삼군리 562-5번지 외 1필지,10820,"10820, 10513","면류, 마카로니 및 유사식품 제조업 외 1 종",경기도 여주시,2016-01-21,18,쌀국수
499,세진식품(주),김은주,,경기도 여주시 점봉동 618,10820,"10820, ","면류, 마카로니 및 유사식품 제조업",경기도 여주시,2025-06-30,50,"건면, 떡류"
380,동서섬유,임정빈,경기도 여주시 점동면 부구로 32,경기도 여주시 점동면 청안리 84-1번지,13101,"13101, 13104",면 방적업 외 1 종,경기도 여주시,2008-02-29,6,"연사,면사"
139,(주)여주맥주양조장,노진성,경기도 여주시 가남읍 신해1길 32,경기도 여주시 가남읍 신해리 325-1,11112,"11112, ",맥아 및 맥주 제조업,경기도 여주시,2022-08-10,6,맥주
131,(주)에이스침대(여주공장),안성호,경기도 여주시 가남읍 헌바디길 23-13 외 3필지,경기도 여주시 가남읍 상활리 520-3 번지 외 3필지,32011,"32011, 29180, 32019, 32029",매트리스 및 침대 제조업 외 3 종,경기도 여주시,2016-07-20,158,침대
713,코라텍산업(주),김영걸,경기도 여주시 가남읍 여주남로 1021-96 외 1필지,경기도 여주시 가남읍 삼군리 645 외 1필지,32011,"32011, 13221, 22199",매트리스 및 침대 제조업 외 2 종,경기도 여주시,2019-05-21,20,"매트리스,침대,침대커버,라텍스배게"
528,아트레,안유수,경기도 여주시 가남읍 헌바디길 23-13,경기도 여주시 가남읍 상활리 520-1번지,32011,"32011, 32019",매트리스 및 침대 제조업 외 1 종,경기도 여주시,2018-05-14,4,"침대, 내장가구, 매트리스"
72,(주)비엠비,최상규,경기도 여주시 가남읍 경충대로 1472-24 외 2필지,경기도 여주시 가남읍 신해리 620-32 외 2필지,32011,"32011, ",매트리스 및 침대 제조업,경기도 여주시,2022-02-16,42,매트리스
73,(주)비엠비테크,최상규,경기도 여주시 가남읍 경충대로 1472-24 외 2필지,경기도 여주시 가남읍 신해리 620-32 외 2필지,32011,"32011, ",매트리스 및 침대 제조업,경기도 여주시,2022-02-21,16,메트리스
211,(주)코덱트,박형진,경기도 여주시 산북면 금품1로 145 외 1필지,경기도 여주시 산북면 후리 18-1 외 1필지,32011,"32011, ",매트리스 및 침대 제조업,경기도 여주시,2023-02-01,30,매트리스
405,라인침대,노윤호,경기도 여주시 가남읍 헌바디길 43 외 1필지,경기도 여주시 가남읍 상활리 511-1 외 1필지,32011,"32011, ",매트리스 및 침대 제조업,경기도 여주시,2021-05-21,5,"침대, 매트리스"
525,씰리코리아컴퍼니(유),SIMON JOHN DYER(싸이먼제이다이어) 외 3인,경기도 여주시 가남읍 경충대로 1037 외 1필지,경기도 여주시 가남읍 은봉리 239-1 외 1필지,32011,"32011, ",매트리스 및 침대 제조업,경기도 여주시,2024-06-24,58,"매트리스, 파운데이션"
27,(주)다성레미콘 여주지점,유지현,경기도 여주시 흥천면 흥천로 308-85 외 2필지,경기도 여주시 흥천면 효지리 454번지 외 2필지,23322,"23322, ",레미콘 제조업,경기도 여주시,2023-01-31,45,레디믹스트 콘크리트
30,(주)대광레미콘,임철수,경기도 여주시 가남읍 여주남로 761,경기도 여주시 가남읍 본두리 885,23322,"23322, ",레미콘 제조업,경기도 여주시,2024-11-22,6,레미콘
33,(주)대원레미콘,고광한,경기도 여주시 가남읍 여주남로 763 외 1필지,경기도 여주시 가남읍 본두리 889 외 1필지,23322,"23322, ",레미콘 제조업,경기도 여주시,2025-06-16,11,레미콘
97,(주)세종산업,이광식,경기도 여주시 흥천면 효자로 257 외 3필지,경기도 여주시 흥천면 하다리 248-3번지 외 3필지,23322,"23322, ",레미콘 제조업,경기도 여주시,1987-10-14,18,레미콘
205,(주)케이씨레미콘,이성종,경기도 여주시 가남읍 가남로 465,경기도 여주시 가남읍 양귀리 640-32,23322,"23322, ",레미콘 제조업,경기도 여주시,2020-12-29,10,레미콘
288,금강레미콘(주),송현호,경기도 여주시 가남읍 설가로 662 외 2필지,경기도 여주시 가남읍 대신리 503-1번지 외 2필지,23322,"23322, ",레미콘 제조업,경기도 여주시,2019-12-19,15,레미콘
357,대신레미콘(주),고민재,경기도 여주시 가남읍 대신리길 99-24 외 2필지,경기도 여주시 가남읍 대신리 124-2번지 외 2필지,23322,"23322, ",레미콘 제조업,경기도 여주시,2019-07-10,12,레미콘
444,삼광산업(주) 1공장,정승현,경기도 여주시 강천면 강천로 32,경기도 여주시 강천면 간매리 502-9번지,23322,"23322, ",레미콘 제조업,경기도 여주시,2003-07-18,15,레미콘
457,삼표레미콘 주식회사 여주공장,윤인곤,경기도 여주시 세종대왕면 중부대로 2656 외 2필지,경기도 여주시 세종대왕면 번도리 887-27 외 2필지,23322,"23322, ",레미콘 제조업,경기도 여주시,2024-11-22,11,레미콘
475,선진레미콘(주),구재용,경기도 여주시 삼교2길 74 (삼교동),경기도 여주시 삼교동 338-9 번지,23322,"23322, ",레미콘 제조업,경기도 여주시,2024-08-09,17,레미콘
760,한라엔컴(주),강흥구,경기도 여주시 대신면 여양1로 302 외 6필지,경기도 여주시 대신면 송촌리 460번지 외 6필지,23322,"23322, ",레미콘 제조업,경기도 여주시,2024-09-03,13,레미콘
780,현대레미콘(주),황은미,경기도 여주시 가남읍 대신리길 213 외 4필지,경기도 여주시 가남읍 대신리 146번지 외 4필지,23322,"23322, ",레미콘 제조업,경기도 여주시,2020-02-18,8,레미콘
22,(주)노넥스,"박준상, 류철",경기도 여주시 가남읍 연삼로 344-58,경기도 여주시 가남읍 삼승리 365-1번지,33992,"33992, ","라이터, 연소물 및 흡연용품 제조업",경기도 여주시,2021-03-02,3,"파암제, 착화기"
308,농업회사법인 (주)명옥식품,이지윤,경기도 여주시 세종대왕면 구양2길 3,경기도 여주시 세종대왕면 구양리 297-1,10601,"10601, ",떡류 제조업,경기도 여주시,2025-08-17,2,떡
189,(주)조인,이승국,경기도 여주시 가여로 473-3 (하거동),경기도 여주시 하거동 477-11번지,29222,"29222, 29224",디지털 적층 성형기계 제조업 외 1 종,경기도 여주시,2001-04-23,37,벨로즈(주름관)
235,(주)한둘,신덕재,경기도 여주시 가남읍 금당2길 118,경기도 여주시 가남읍 금당리 572-3번지,10894,"10894, ",두부 및 유사식품 제조업,경기도 여주시,2008-02-01,20,"두부, 묵"
495,세인테크(주),김중태,경기도 여주시 대신면 대신로 280 외 1필지,경기도 여주시 대신면 하림리 279-18번지 외 1필지,24221,"24221, ","동 압연, 압출 및 연신제품 제조업",경기도 여주시,2012-11-12,15,"전기,전자코일"
176,(주)이푸드,이병석,경기도 여주시 가남읍 여주남로 1097,경기도 여주시 가남읍 심석리 282-8번지,10701,"10701, 10709",도시락류 제조업 외 1 종,경기도 여주시,2024-02-20,10,"냉동 포장식품(육개장,갈비탕,설렁탕)"
53,(주)락희스틸,신선원,경기도 여주시 세종대왕면 양화로 574,경기도 여주시 세종대왕면 마래리 186-1,24191,"24191, 24199","도금, 착색 및 기타 표면처리강재 제조업 외 1 종",경기도 여주시,2017-02-10,8,철근가공품
