docity,do,city,longitude,latitude,dist_Wolseong_km,dist_Kori_Saeul_km,dist_Hanul_km,dist_Hanbit_km,
대구시남구,대구시,남구,128.597702,35.84621351,53.83124937,81.58551642,178.4716125,202.22557,53.83124937
충청갈매로,충청,갈매로,128.6035528,35.86854167,53.91383471,83.10093124,176.5662923,203.3139933,53.91383471
경상대구시,경상,대구시,128.6017,35.8715,54.16190111,83.45931797,176.5059229,203.2301801,54.16190111
광주시동구,광주시,동구,126.9230903,35.14627776,214.8407187,207.5269093,347.4884106,54.27761502,54.27761502
대구시북구,대구시,북구,128.5828924,35.8858646,56.23190215,85.77513759,176.9418162,201.9761707,56.23190215
대구시서구,대구시,서구,128.5591601,35.87194054,57.8771891,86.03899294,179.5816633,199.522457,57.8771891
경상마산시,경상,마산시,128.567863,35.196874,81.97777252,58.53722779,230.9343234,196.0531463,58.53722779
대구시달서구,대구시,달서구,128.5350639,35.82692778,58.97383563,83.96702041,184.2808474,196.241655,58.97383563
대구시달서구,대구시,달서구,128.5325905,35.82997744,59.24915741,84.36312173,184.2592224,196.1002469,59.24915741
전라김제시,전라,김제시,126.8827528,35.800575,207.362071,216.8958229,317.3447386,59.65669427,59.65669427
전라화순군,전라,화순군,126.9885667,35.06148056,212.465749,202.7216397,347.7842596,64.61530822,64.61530822
전라순창군,전라,순창군,127.1396306,35.37138889,189.069485,187.0618606,317.564417,65.05875123,65.05875123
경상창녕군,경상,창녕군,128.4945333,35.54153611,65.75675292,69.3382167,207.4000242,188.0195153,65.75675292
전라군산시,전라,군산시,126.7388444,35.96464167,221.4208227,234.377741,323.4452364,67.41156243,67.41156243
전라목포시,전라,목포시,126.3944194,34.80878889,273.2370646,261.1435003,408.361298,67.46091626,67.46091626
경상달성군,경상,달성군,128.433275,35.77168056,67.47354754,86.97094594,195.315316,185.962758,67.47354754
대구시달성군,대구시,달성군,128.4313995,35.77475029,67.65988794,87.31126431,195.2496158,185.8668406,67.65988794
전라신안군,전라,신안군,126.3817306,34.78981111,275.1339851,262.7494839,410.5020752,69.62359679,69.62359679
경상거제시,경상,거제시,128.6233556,34.87735833,108.4069645,70.43673669,256.7075225,208.7191506,70.43673669
경상함안군,경상,함안군,128.4087083,35.26940556,87.25008439,71.90390504,234.3187901,180.751425,71.90390504
전라영암군,전라,영암군,126.6986194,34.79698889,248.4713136,234.4658328,386.3780629,73.12255222,73.12255222
경상울진군,경상,울진군,129.4027861,36.99018611,140.4381881,188.8199781,73.98023726,319.5357191,73.98023726
경상칠곡군,경상,칠곡군,128.4037972,35.99254722,75.37080884,105.3855399,184.1352186,189.9555764,75.37080884
전라익산시,전라,익산시,126.9598528,35.945275,201.4120755,214.8108291,305.2478851,76.28932383,76.28932383
경상영덕군,경상,영덕군,129.3683556,36.41210278,76.6275191,124.5874461,85.85480828,287.3978791,76.6275191
전라전주시,전라,전주시,127.1219194,35.80918889,185.8256548,196.3277676,296.9965079,76.82977631,76.82977631
충청서천군,충청,서천군,126.6938889,36.07740556,227.0203843,242.2689552,323.7473191,77.58156234,77.58156234
경상군위군,경상,군위군,128.5750778,36.23999722,77.80134713,118.7586759,157.9913802,214.5336527,77.80134713
경상청송군,경상,청송군,129.0594,36.43329167,77.84848155,126.6515192,109.660439,262.9283713,77.84848155
전라곡성군,전라,곡성군,127.2941083,35.27895556,178.2295898,172.9960036,311.2186356,80.36219057,80.36219057
경상의성군,경상,의성군,128.6993639,36.34975833,80.40152926,125.1499737,143.0489048,229.8375266,80.40152926
전라임실군,전라,임실군,127.2847528,35.60806389,171.820434,176.8244122,293.2134159,80.82089696,80.82089696
전라완주군,전라,완주군,127.1495972,35.84296944,183.488138,195.0241624,293.256845,81.03330365,81.03330365
경상고령군,경상,고령군,128.2650222,35.72298611,82.61081795,96.81849726,210.8012383,170.0073788,82.61081795
경상성주군,경상,성주군,128.2851528,35.91621111,83.0192711,107.4006374,197.6296796,177.1348762,83.0192711
경상의령군,경상,의령군,128.2638222,35.31911944,95.2032123,84.97471459,239.5851242,167.1729792,84.97471459
경상통영시,경상,통영시,128.4352778,34.85125833,119.7243117,85.63043424,268.8144435,193.3475849,85.63043424
경상구미시,경상,구미시,128.3467778,36.11655,85.9161788,119.0733036,182.3270996,190.217799,85.9161788
경상고성군,경상,고성군,128.3245417,34.9699,115.5472112,87.6637735,264.4835053,179.6607643,87.6637735
전라남원시,전라,남원시,127.3925,35.41325556,165.6896121,164.3971274,295.5979535,87.77651651,87.77651651
전라강진군,전라,강진군,126.7691972,34.63891111,250.9588118,233.3652663,391.9636759,91.84611999,91.84611999
전라장흥군,전라,장흥군,126.9091083,34.678525,237.6809739,219.8315674,379.254798,93.04451656,93.04451656
경상합천군,경상,합천군,128.1679306,35.56361667,93.52378315,97.99410849,228.3821756,158.7605197,93.52378315
전라보성군,전라,보성군,127.0820889,34.76833333,218.9931908,201.6843225,360.7057579,93.57615918,93.57615918
전라해남군,전라,해남군,126.6012889,34.57043611,268.0778456,250.3877017,408.7250276,95.29123148,95.29123148
전라구례군,전라,구례군,127.4649333,35.19945833,166.5370948,157.949773,303.6401975,97.45812188,97.45812188
경상영양군,경상,영양군,129.1146222,36.664275,102.9419604,151.894826,97.89437554,278.9590016,97.89437554
경상울릉군,경상,울릉군,130.9037889,37.480575,247.2379537,286.429686,98.07416419,461.7817789,98.07416419
전라진안군,전라,진안군,127.4269667,35.78871944,158.2609074,169.3676516,272.7644741,99.75477637,99.75477637
경상진주시,경상,진주시,128.11,35.17703333,115.3704938,99.93229141,260.6141664,155.2905793,99.93229141
경상안동시,경상,안동시,128.7316222,36.56546389,100.2271919,146.8957359,133.5105856,243.8594709,100.2271919
전라장수군,전라,장수군,127.5233,35.64429722,149.9901897,156.5865246,272.3222443,102.701553,102.701553
충청보령시,충청,보령시,126.6148861,36.330575,239.8079852,259.7288957,324.3904882,103.2513532,103.2513532
