기준년월,행정동명,중분류,소비액(천원)
202310,송도3동,레저용품쇼핑,431792.0
202310,송도3동,기타레저,191192.0
202310,송도3동,문화서비스,110696.0
202310,송도3동,기타관광쇼핑,1518579.0
202310,송도3동,육상운송,252399.0
202310,송도3동,제과음료업,997281.0
202311,송도3동,관광유원시설,45166.0
202311,송도3동,골프장,213024.0
202311,송도3동,문화서비스,124525.0
202311,송도3동,의료관광,218465.0
202311,송도3동,기타숙박,15231.0
202311,송도3동,레저용품쇼핑,314029.0
202311,송도3동,기타레저,196743.0
202311,송도3동,육상운송,271861.0
202311,송도3동,기타관광쇼핑,1438154.0
202311,송도3동,뷰티,192570.0
202311,송도3동,여행업,14214.0
202311,송도3동,제과음료업,874297.0
202311,송도3동,대형쇼핑몰,2.1646863E7
202311,송도3동,일반외식업,4640177.0
202312,송도3동,일반외식업,5691714.0
202312,송도3동,대형쇼핑몰,2.250871E7
202312,송도3동,기타숙박,4451.0
202312,송도3동,레저용품쇼핑,434485.0
202312,송도3동,기타레저,225148.0
202312,송도3동,문화서비스,234995.0
202312,송도3동,제과음료업,959424.0
202312,송도3동,육상운송,261519.0
202312,송도3동,여행업,13295.0
202312,송도3동,관광유원시설,63788.0
202312,송도3동,의료관광,289331.0
202312,송도3동,골프장,281968.0
202312,송도3동,기타관광쇼핑,1448596.0
202312,송도3동,뷰티,235825.0
