연번,산업단지명,회사명,대표업종,회사주소,X좌표,Y좌표,계획종업원수,데이터기준일자
191,음성생극일반산업단지,(주)태림산업,접착제 및 젤라틴 제조업,충청북도 음성군 생극면 생극산단길 98,127.6159682,37.03955938,11,2025-09-22
192,음성생극일반산업단지,(주)태정,육상 금속 골조 구조재 제조업 외 1 종,충청북도 음성군 생극면 생극산단1길 74,127.6181184,37.04344125,24,2025-09-22
193,음성생극일반산업단지,(주)한푸드서비스,기타 식사용 가공처리 조리식품 제조업,충청북도 음성군 생극면 생극산단1길 98,127.6189938,37.04373243,9,2025-09-22
194,음성생극일반산업단지,농업회사법인 (주)범아식품,곡물 제분업,충청북도 음성군 생극면 신양리 884번지,127.6110999,37.0397148,11,2025-09-22
195,음성생극일반산업단지,농업회사법인 주식회사 한성그린팩토리,기타 과실ㆍ채소 가공 및 저장 처리업,충청북도 음성군 생극면 생극산단1길 45 외 2필지,127.6151272,37.04361185,23,2025-09-22
196,음성생극일반산업단지,다담PL,포장용 플라스틱 성형용기 제조업,충청북도 음성군 생극면 생극산단길 31,127.6117612,37.04231228,4,2025-09-22
197,음성생극일반산업단지,다보르,화장품 제조업,충청북도 음성군 생극면 생극산단1길 63,127.616677,37.04392325,5,2025-09-22
198,음성생극일반산업단지,대현화학,접착제 제조업,충청북도 음성군 생극면 생극산단길 52,127.6140929,37.04362653,10,2025-09-22
199,음성생극일반산업단지,바이오앤알㈜,"비료, 사료 제조업",충청북도 음성군 생극면 신양리 4-8BL,127.609268,37.03743789,13,2025-09-22
200,음성생극일반산업단지,바이오캠(주),화학 살균.살충제 및 농업용 약제 제조업 외 1 종,충청북도 음성군 생극면 생극산단1길 59,127.616126,37.04395752,3,2025-09-22
201,음성생극일반산업단지,백광산업(주),산업용 가스 제조업,충청북도 음성군 생극면 생극산단1길 17,127.6130874,37.04237066,20,2025-09-22
202,음성생극일반산업단지,상원상공(주),"치약, 비누 및 기타 세제 제조업 외 3 종",충청북도 음성군 생극면 신양리 892번지,127.6130874,37.04237066,27,2025-09-22
203,음성생극일반산업단지,원엠글로벌 ,화장품 및 마스크 제조업,"충청북도 음성군 생극면 생극산단1길 24, 나동",127.6140657,37.04232878,1,2025-09-22
204,음성생극일반산업단지,주식회사 신일엔지니어링,구조용 금속 판제품 및 공작물 제조업,충청북도 음성군 생극면 생극산단길 131,127.6157983,37.04205503,4,2025-09-22
205,음성생극일반산업단지,주식회사 지디컴퍼니,세제 및 화장품 제조업,충청북도 음성군 생극면 생극산단길 31,127.6117612,37.04231228,660,2025-09-22
206,음성생극일반산업단지,청해김,수산식물 가공 및 저장 처리업,충청북도 음성군 생극면 신양리 911-1번지 외 1필지,127.6130094,37.03779255,2,2025-09-22
207,음성생극일반산업단지,팜아그로텍(주),화학 살균.살충제 및 농업용 약제 제조업 외 2 종,충청북도 음성군 생극면 생극산단1길 59,127.616126,37.04395752,7,2025-09-22
208,음성생극일반산업단지,한국메디케어(주),화장품 제조업,충청북도 음성군 생극면 생극산단1길 63,127.616677,37.04392325,10,2025-09-22
209,음성성본일반산업단지,(주)강동그룹,그 외 기타 플라스틱 제품 제조업 외 1 종,충청북도 음성군 금왕읍 성본산단6로 29,127.5402308,36.95990797,26,2025-09-22
210,음성성본일반산업단지,(주)국전약품,그 외 기타 분류 안된 화학제품 제조업 외 1 종,충청북도 음성군 금왕읍 성본산단2로 27,127.5436924,36.97451111,20,2025-09-22
211,음성성본일반산업단지,(주)대일이엔지,교반탱크 및 콘베어 제조업 ,충청북도 음성군 금왕읍 유포리 416-1번지,127.5434421,36.96750811,15,2025-09-22
212,음성성본일반산업단지,(주)동방엠에스,육류 부속류 제조업,충청북도 음성군 대소면 성본리 165-3번지,127.5325762,36.96109475,60,2025-09-22
213,음성성본일반산업단지,(주)디에스테크노,반도체부품 제조업,충청북도 음성군 대소면 성본산단2로 305,127.5327248,36.96251016,11,2025-09-22
214,음성성본일반산업단지,(주)마이크로켐,고압방전램프 및 메탈할라이드 램프용 발광체 외 1종,충청북도 음성군 금왕읍 성본산단2로 150,127.5406527,36.96446047,7,2025-09-22
215,음성성본일반산업단지,(주)명성전선,기타 절연선 및 케이블 제조업,충청북도 음성군 금왕읍 성본산단2로 132,127.5419519,36.96504222,8,2025-09-22
216,음성성본일반산업단지,(주)바이오스트림,건강기능식품 제조업 외 3 종,충청북도 음성군 대소면 성본산단1로 120,127.5364112,36.9657327,30,2025-09-22
217,음성성본일반산업단지,(주)비전바이오켐,곡물 혼합분말 및 반죽 제조업 외 2종,충청북도 음성군 금왕읍 성본산단2로 120,127.5422839,36.96587256,17,2025-09-22
218,음성성본일반산업단지,(주)신명,구조용 금속 판제품 및 공작물 제조업 외 1 종,충청북도 음성군 금왕읍 성본산단2로 57,127.5437898,36.97135741,4,2025-09-22
219,음성성본일반산업단지,(주)우석켐,그 외 기타 분류 안된 화학제품 제조업,충청북도 음성군 대소면 부윤리 성본산업단지 내 G15-1,127.5249838,36.94858358,3,2025-09-22
220,음성성본일반산업단지,(주)유니포스,일반용 도료 및 관련제품 제조업,충청북도 음성군 금왕읍 성본산단1로 197,127.5372504,36.95879701,10,2025-09-22
221,음성성본일반산업단지,(주)제이지로지스틱스,정수기필터 제조업,충청북도 음성군 금왕읍 유포리 456번지,127.5413175,36.96409356,26,2025-09-22
222,음성성본일반산업단지,(주)코지맘바이오,건강보조용 액화식품 제조업 외 6 종,충청북도 음성군 대소면 성본산단2로 288,127.5303416,36.96108596,27,2025-09-22
223,음성성본일반산업단지,(주)테크피아,플라스틱 접착처리 제품 제조업,충청북도 음성군 금왕읍 성본산단1로 187,127.5371925,36.95909417,26,2025-09-22
224,음성성본일반산업단지,금문철강(주),그 외 기타 금속가공업,충청북도 음성군 대소면 성본산단1로 148,127.5356723,36.96350395,45,2025-09-22
225,음성성본일반산업단지,농업회사법인 조인 주식회사,그 외 기타 식료품 제조업,충청북도 음성군 금왕읍 성본산단4로 208,127.5395123,36.9654834,75,2025-09-22
226,음성성본일반산업단지,농업회사법인(주)대륙기계,농업 및 임업용 기계 제조업,충청북도 음성군 대소면 성본산단2로 237,127.5307854,36.9637912,8,2025-09-22
227,음성성본일반산업단지,다담P&C,포장용 플라스틱 성형용기 제조업,충청북도 음성군 대소면 성본산단1로 299,127.5310005,36.96168332,4,2025-09-22
228,음성성본일반산업단지,대보마그네틱(주),수산화리튬 제조업 외 4종,충청북도 음성군 대소면 성본리 산25-1번지,127.5379376,36.96401741,40,2025-09-22
229,음성성본일반산업단지,오션메탈 주식회사,강관 가공품 및 관 연결구류 제조업,충청북도 음성군 대소면 성본산단1로 298,127.5317469,36.96081213,7,2025-09-22
230,음성성본일반산업단지,오션에스비 주식회사,강관 가공품 및 관 연결구류 제조업,충청북도 음성군 대소면 성본산단1로 298,127.5317469,36.96081213,10,2025-09-22
231,음성성본일반산업단지,우정기업(주),승강기 제조업,충청북도 음성군 대소면 성본산단1로 127,127.5373026,36.96504227,26,2025-09-22
232,음성성본일반산업단지,주식회사 다담피앤씨,포장용 플라스틱 성형용기 제조업,충청북도 음성군 대소면 성본산단1로 299,127.5310005,36.96168332,20,2025-09-22
233,음성성본일반산업단지,주식회사 메카로,그 외 기타 분류 안된 비금속 광물제품 제조업 외 4 종,충청북도 음성군 대소면 성본산단2로 321,127.5338924,36.9625688,100,2025-09-22
234,음성성본일반산업단지,주식회사 무진켐,플라스틱 시트 및 판 제조업,충청북도 음성군 대소면 성본리 성본산업단지 내 G3-4(가지번),127.5292328,36.96791239,30,2025-09-22
235,음성성본일반산업단지,주식회사 아이스푸드앤바인,식용얼음 및 아이스팩 제조업,충청북도 음성군 금왕읍 유포리 산77-1번지,127.5367651,36.96106605,10,2025-09-22
236,음성성본일반산업단지,주식회사 유앤아이켐,디스플레이 제조용 기계 제조업,충청북도 음성군 대소면 성본산단2로 170 외 1필지,127.5383403,36.96428932,8,2025-09-22
237,음성성본일반산업단지,주식회사 태원,주방세제 및 세탁세제 제조업 외 5종,충청북도 음성군 금왕읍 성본산단2로 39,127.5432631,36.97304057,19,2025-09-22
238,음성성본일반산업단지,㈜월드텍,표면 보호테이프 제조업,충청북도 음성군 대소면 성본산단1로 323,127.5311913,36.96353146,4,2025-09-22
239,음성성본일반산업단지,투썸플레이스 주식회사,커피 가공업 외 1 종,충청북도 음성군 금왕읍 성본산단2로 157,127.5394029,36.96313094,15,2025-09-22
240,음성성본일반산업단지,풀나라,식생토낭 및 기타플라스틱포대 제조업,충청북도 음성군 금왕읍 유포리 458번지,127.5420455,36.96441177,3,2025-09-22
241,음성오선일반산업단지,(주)네오그린텍,그 외 기타 분류 안된 화학제품 제조업 외 3 종,충청북도 음성군 금왕읍 오선산단로 12 외 1필지,127.5668036,36.97316456,7,2025-09-22
242,음성오선일반산업단지,(주)동건티앤엘,기타 가공 공작기계 제조업,충청북도 음성군 금왕읍 오선리 563번지,127.5691899,36.97423659,10,2025-09-22
243,음성오선일반산업단지,(주)세일콘,비내화 모르타르 제조업 외 1 종,충청북도 음성군 금왕읍 오선산단로 22-23,127.5699271,36.97295059,26,2025-09-22
244,음성오선일반산업단지,(주)아성정밀화학,그 외 기타 분류 안된 화학제품 제조업,충청북도 음성군 금왕읍 오선산단로 22-30,127.5699876,36.97218482,5,2025-09-22
245,음성오선일반산업단지,(주)아트,그 외 기타 분류 안된 화학제품 제조업 외 1 종,충청북도 음성군 금왕읍 오선산단로 63,127.5716695,36.97671471,4,2025-09-22
246,음성오선일반산업단지,(주)업텍,그 외 기타 분류 안된 화학제품 제조업,충청북도 음성군 금왕읍 오선산단로 22-42,127.5714448,36.97269472,8,2025-09-22
247,음성오선일반산업단지,(주)엘에프씨,일반용 도료 및 관련제품 제조업 외 1 종,충청북도 음성군 금왕읍 오선산단로 22-30,127.5699876,36.97218482,2,2025-09-22
248,음성오선일반산업단지,(주)유니캠,콘크리트 혼화제 및 혼화제 제조업 외 1종,충청북도 음성군 금왕읍 오선산단로 69,127.5721294,36.97682451,4,2025-09-22
249,음성오선일반산업단지,(주)황금나라,화장품 제조업,충청북도 음성군 금왕읍 오선산단로 22-20,127.5683022,36.97231389,35,2025-09-22
250,음성오선일반산업단지,가미소재(주),플라스틱 필름 제조업 외 3 종,충청북도 음성군 금왕읍 오선산단로 22-16,127.5680269,36.9733222,30,2025-09-22
251,음성오선일반산업단지,대정화금(주) 음성공장,"염료, 조제 무기안료, 유연제 및 기타 착색제 제조업 외 4 종",충청북도 음성군 금왕읍 오선산단로 43,127.5665375,36.97652493,120,2025-09-22
252,음성오선일반산업단지,수용특수산업롤2,고무패킹류 제조업,충청북도 음성군 금왕읍 오선산단로 71,127.5723178,36.97727576,11,2025-09-22
253,음성오선일반산업단지,에이치앤피(주),일반용 도료 및 관련제품 제조업,충청북도 음성군 금왕읍 오선산단로 22-38,127.5707387,36.97243084,9,2025-09-22
254,음성용산일반산업단지,(주)삼경커튼월,"금속 문, 창, 셔터 및 관련제품 제조업",충청북도 음성군 음성읍 신용로 62-17 외 1필지,127.6731199,36.93912402,14,2025-09-22
255,음성용산일반산업단지,(주)현대포리텍,하우징 커버 제조업 외3종,충청북도 음성군 음성읍 용산리 1521-1번지,127.6755918,36.93864413,191,2025-09-22
256,음성용산일반산업단지,주식회사 제이알에너지솔루션,축전지 제조업,충청북도 음성군 음성읍 용산리 용산산업단지 6동,127.6796536,36.95531775,37,2025-09-22
257,음성원남일반산업단지,(주)광메탈제2공장,조동 제조업,충청북도 음성군 원남면 상노리 751번지,127.6788711,36.88457346,20,2025-09-22
258,음성원남일반산업단지,(주)네오아티잔브루어리,맥아 및 맥주 제조업,충청북도 음성군 원남면 원남산단로 99,127.6833379,36.88959596,5,2025-09-22
259,음성원남일반산업단지,(주)동학식품,아이스크림 및 기타 식용빙과류 제조업 외 1 종,충청북도 음성군 원남면 원남산단1길 31-23,127.6804157,36.89085883,24,2025-09-22
260,음성원남일반산업단지,(주)삼연씨에이에스,플라스틱 접착처리 제품 제조업 외 1 종,충청북도 음성군 원남면 원남산단로 273-18,127.6705673,36.89294081,5,2025-09-22
261,음성원남일반산업단지,(주)성도,공장건물 구조물 형강 및 설비용 파이프 렉 제조업,충청북도 음성군 원남면 원남산단로 274-31,127.6747995,36.89503414,10,2025-09-22
262,음성원남일반산업단지,(주)세안 음성사업장,금속 캔 및 기타 포장용기 제조업,충청북도 음성군 원남면 원남산단1길 50,127.6758758,36.89255883,12,2025-09-22
263,음성원남일반산업단지,(주)승일 음성사업장,화장품 제조업 외 7 종,충청북도 음성군 원남면 원남산단1길 50,127.6758758,36.89255883,150,2025-09-22
264,음성원남일반산업단지,(주)신세계푸드 음성공장,기타 과실ㆍ채소 가공 및 저장 처리업 외 8 종,충청북도 음성군 원남면 원남산단로 128-14,127.6812352,36.88802231,264,2025-09-22
265,음성원남일반산업단지,(주)씨앤에스,"치약, 비누 및 기타 세제 제조업",충청북도 음성군 원남면 원남산단로 274-17,127.6738467,36.89481525,7,2025-09-22
266,음성원남일반산업단지,(주)씨엔에이,그 외 기타 분류 안된 화학제품 제조업 외 1 종,"충청북도 음성군 원남면 원남산단1길 61, (원남면 상당리 728)",127.6751428,36.89078151,24,2025-09-22
267,음성원남일반산업단지,(주)에스디생명공학 건강식품사업부문,건강기능식품 제조업 외 13 종,"충청북도 음성군 원남면 원남산단로 111, (상노리 766) 외 1필지",127.6828713,36.88848627,1,2025-09-22
268,음성원남일반산업단지,(주)에스에스케이,부직포 및 펠트 제조업 외 1 종,충청북도 음성군 원남면 원남산단로 72,127.6810089,36.89119385,22,2025-09-22
269,음성원남일반산업단지,(주)에이에스피,합성수지 및 기타 플라스틱 물질 제조업,충청북도 음성군 원남면 원남산단로 106-16,127.6809698,36.88980593,23,2025-09-22
270,음성원남일반산업단지,(주)에이원,그 외 기타 분류 안된 화학제품 제조업,충청북도 음성군 원남면 원남산단1길 49-16,127.6765921,36.89031683,3,2025-09-22
271,음성원남일반산업단지,(주)에이테크,"알루미늄 제련, 정련 및 합금 제조업",충청북도 음성군 원남면 원남산단1길 79,127.6743285,36.88967985,22,2025-09-22
272,음성원남일반산업단지,(주)에이텍정밀화학,그 외 기타 분류 안된 화학제품 제조업 외 2 종,"충청북도 음성군 원남면 원남산단1길 32-21, (상당리 704)",127.6762529,36.8935962,23,2025-09-22
273,음성원남일반산업단지,(주)오병,계면활성제 제조업,충청북도 음성군 원남면 원남산단1길 84,127.6723954,36.89045859,8,2025-09-22
274,음성원남일반산업단지,(주)원풍씨엔에스,구조용 금속 판제품 및 공작물 제조업,충청북도 음성군 원남면 원남산단로 274-21,127.6742505,36.8948524,4,2025-09-22
275,음성원남일반산업단지,(주)지아이패키지,판지 상자 및 용기 제조업 외 1 종,충청북도 음성군 원남면 원남산단로 273-24,127.6701538,36.89256117,12,2025-09-22
276,음성원남일반산업단지,(주)케이알티앤에스,그 외 기타 분류 안된 화학제품 제조업 외 1 종,충청북도 음성군 원남면 원남산단1길 49-16,127.6765921,36.89031683,6,2025-09-22
277,음성원남일반산업단지,(주)켐텍인터내셔날,그 외 기타 분류 안된 화학제품 제조업 외 1 종,충청북도 음성군 원남면 원남산단1길 32-27,127.6764968,36.8943088,10,2025-09-22
278,음성원남일반산업단지,(주)플러스알파,플라스틱 필름 제조업 외 1 종,충청북도 음성군 원남면 원남산단로 279,127.672035,36.89342248,5,2025-09-22
279,음성원남일반산업단지,(주)한국바이오헬스,보건용마스크 및 필터 제조업,충청북도 음성군 원남면 원남산단로 274-8,127.673574,36.89298512,32,2025-09-22
280,음성원남일반산업단지,(주)한국아덱스,접착제 및 젤라틴 제조업 외 2 종,충청북도 음성군 원남면 원남산단1길 49-7,127.6774964,36.89138267,18,2025-09-22
281,음성원남일반산업단지,(주)현대포리텍,고무패킹류 제조업 외 1 종,충청북도 음성군 원남면 원남산단로 273-31,127.6702702,36.89157921,89,2025-09-22
282,음성원남일반산업단지,(주)화인프라텍 음성공장,플라스틱 필름 제조업 외 3 종,"충청북도 음성군 원남면 원남산단로 208-13, [상당리 731]",127.6776624,36.88925634,55,2025-09-22
283,음성원남일반산업단지,(주)휴먼텍,계면활성제 제조업 외 6 종,충청북도 음성군 원남면 상당리 678번지 원남산단로 274-47,127.6773879,36.89586123,17,2025-09-22
284,음성원남일반산업단지,(주)휴먼텍2공장,에폭시성형재 제조업,충청북도 음성군 원남면 원남산단로 273-24,127.6701538,36.89256117,3,2025-09-22
285,음성원남일반산업단지,농업회사법인주식회사지엘바이오팜,마스크 및 마스크필터 제조업,충청북도 음성군 원남면 원남산단로 274-56,127.6789362,36.89586541,100,2025-09-22
286,음성원남일반산업단지,대한도로페인트(주),노면표지용도료 및 노면표지용 테이프형 차선 제조업,충청북도 음성군 원남면 원남산단로 88,127.6817418,36.89032167,10,2025-09-22
287,음성원남일반산업단지,대한도로페인트(주),일반용 도료 및 관련제품 제조업,충청북도 음성군 원남면 원남산단로 98,127.6820571,36.89003413,8,2025-09-22
288,음성원남일반산업단지,대한로드라인페인트(주),일반용 도료 및 관련제품 제조업,충청북도 음성군 원남면 원남산단로 98,127.6820571,36.89003413,7,2025-09-22
289,음성원남일반산업단지,버슘머트리얼즈코리아 주식회사,그 외 기타 분류 안된 화학제품 제조업 외 1 종,충청북도 음성군 원남면 원남산단로 261,127.6728047,36.89183851,78,2025-09-22
290,음성원남일반산업단지,비아이에프(주),기타 식품 첨가물 제조업 외 2 종,충청북도 음성군 원남면 원남산단로 115,127.6826052,36.88771055,19,2025-09-22
291,음성원남일반산업단지,삼덕금속(주),"기타 비철금속 제련, 정련 및 합금 제조업 외 4 종",충청북도 음성군 원남면 원남산단1길 62,127.6754427,36.89151228,25,2025-09-22
292,음성원남일반산업단지,삼우플랜트(주),육상 금속 골조 구조재 제조업 외 3 종,"충청북도 음성군 원남면 원남산단로 194, (상노리 747)",127.6777161,36.88714772,50,2025-09-22
293,음성원남일반산업단지,새한비엔피 주식회사,그 외 기타 플라스틱 제품 제조업 외 1 종,충청북도 음성군 원남면 상당리 702번지,127.6752635,36.89409818,20,2025-09-22
294,음성원남일반산업단지,서해열처리,금속 열처리업,충청북도 음성군 원남면 원남산단1길 31-31,127.6803292,36.89005655,8,2025-09-22
295,음성원남일반산업단지,선바이오연구소㈜,배합 사료 제조업 외 1 종,충청북도 음성군 원남면 원남산단1길 55,127.6765326,36.89111872,6,2025-09-22
296,음성원남일반산업단지,성우오토텍(주),자동차 차체용 신품 부품 제조업 외 4 종,충청북도 음성군 원남면 원남산단로 160,127.6789089,36.8862768,220,2025-09-22
297,음성원남일반산업단지,세이프라인(주),"알루미늄 압연, 압출 및 연신제품 제조업 외 2 종","충청북도 음성군 원남면 원남산단1길 62, 다동, 라동",127.6754427,36.89151228,6,2025-09-22
298,음성원남일반산업단지,신안포장산업(주),골판지 제조업 외 1 종,충청북도 음성군 원남면 원남산단로 274-50,127.6780967,36.89538552,20,2025-09-22
299,음성원남일반산업단지,신안포장산업(주)음성1공장,골판지 제조업 외 1 종,충청북도 음성군 원남면 원남산단1길 16-11,127.6784719,36.89422402,65,2025-09-22
300,음성원남일반산업단지,신화케미칼,혼성 및 재생 플라스틱 소재 물질 제조업,충청북도 음성군 원남면 상당리 666-2번지,127.6693128,36.89243268,6,2025-09-22
301,음성원남일반산업단지,아태켐 주식회사,일반용 도료 및 관련제품 제조업,충청북도 음성군 원남면 원남산단1길 32-24,127.6771906,36.89473423,2,2025-09-22
302,음성원남일반산업단지,에쓰푸드(주) 음성공장,가금류 가공 및 저장 처리업 외 3 종,충청북도 음성군 원남면 원남산단로 60,127.6809696,36.89255453,340,2025-09-22
303,음성원남일반산업단지,엠케이전자(주),기타 반도체소자 제조업,충청북도 음성군 원남면 원남산단로 157 외 1필지,127.6789148,36.88486196,80,2025-09-22
304,음성원남일반산업단지,원일,고무패킹류 제조업 외 1 종,충청북도 음성군 원남면 상당리 714번지,127.6714451,36.8923124,14,2025-09-22
305,음성원남일반산업단지,유성실업,종이 포대 및 가방 제조업,충청북도 음성군 원남면 원남산단1길 31-10,127.6780115,36.89162738,7,2025-09-22
306,음성원남일반산업단지,이화섬유,편조원단 제조업,충청북도 음성군 원남면 상당리 716번지,127.6720487,36.89284576,30,2025-09-22
307,음성원남일반산업단지,주식회사 내일식품,김치류 제조업 외 1 종,충청북도 음성군 원남면 원남산단로 80,127.6814823,36.89065441,87,2025-09-22
308,음성원남일반산업단지,주식회사 더얀,카페트 제조업,충청북도 음성군 원남면 원남산단로 274-11,127.6731636,36.89450699,10,2025-09-22
309,음성원남일반산업단지,주식회사 더푸른식품,육류 기타 가공 및 저장처리업 (가금류 제외) 외 1 종,충청북도 음성군 원남면 원남산단로 102,127.6815447,36.88914961,17,2025-09-22
310,음성원남일반산업단지,주식회사 바이오에스텍,화장품 제조업 외 1 종,충청북도 음성군 원남면 원남산단로 274-46,127.6777398,36.89488891,50,2025-09-22
311,음성원남일반산업단지,주식회사 뷰티화장품,화장품 제조업,충청북도 음성군 원남면 원남산단로 274-14,127.6747393,36.89333976,38,2025-09-22
312,음성원남일반산업단지,주식회사 씨에스이,메모리용 전자집적회로 제조업,충청북도 음성군 원남면 원남산단1길 32-11,127.6770074,36.8929494,20,2025-09-22
313,음성원남일반산업단지,주식회사 에코리아,기타 기초 무기 화학물질 제조업 외 1 종,충청북도 음성군 원남면 원남산단1길 80,127.6732354,36.89082136,6,2025-09-22
314,음성원남일반산업단지,주식회사 엔셀,떡류 제조업,"충청북도 음성군 원남면 상노길 274, (상노리 761)",127.681262,36.88426446,60,2025-09-22
315,음성원남일반산업단지,주앤보주식회사,"천막, 텐트 및 유사 제품 제조업 외 2 종",충청북도 음성군 원남면 원남산단1길 55,127.6765326,36.89111872,9,2025-09-22
316,음성원남일반산업단지,친환경산업(주),수성 아크릴 에멀젼 및 다목적 세제 제조업,충청북도 음성군 원남면 원남산단로 274-39,127.6765031,36.89548034,3,2025-09-22
317,음성원남일반산업단지,켐가스코리아(주),기타 기초 무기 화학물질 제조업 외 1 종,충청북도 음성군 원남면 상당리 732번지,127.6755609,36.89007072,21,2025-09-22
318,음성원남일반산업단지,코리아크래프트비어(주),맥아 및 맥주 제조업,충청북도 음성군 원남면 원남산단로 97 외 1필지,127.6828776,36.88967584,6,2025-09-22
319,음성원남일반산업단지,토도켐 주식회사,수처리약품 및 폐수처리약품 제조업,충청북도 음성군 원남면 원남산단로 169,127.6782078,36.88491413,9,2025-09-22
320,음성원남일반산업단지,프레시플러스(주),천연 및 혼합조제 조미료 제조업,충청북도 음성군 원남면 원남산단로 141,127.6817062,36.88536508,69,2025-09-22
321,음성원남일반산업단지,한국델몬트후레쉬프로듀스(주) 음성지점,기타 과실ㆍ채소 가공 및 저장 처리업 외 2 종,충청북도 음성군 원남면 원남산단1길 31-9 외 1필지,127.6791983,36.89222535,14,2025-09-22
322,음성원남일반산업단지,호서산업(주),육상 금속 골조 구조재 제조업,충청북도 음성군 원남면 원남산단로 274-5,127.6728959,36.89413677,23,2025-09-22
323,음성유촌일반산업단지,(주)베로베코스메틱,화장품 제조업,충청북도 음성군 금왕읍 유촌산단로 45,127.5641955,36.95184251,70,2025-09-22
324,음성유촌일반산업단지,(주)부강코스메틱,"치약, 비누 및 기타 세제 제조업 외 1 종",충청북도 음성군 금왕읍 유촌산단로 82,127.5607781,36.95253287,12,2025-09-22
325,음성유촌일반산업단지,(주)에이치비글로벌,"치약, 비누 및 기타 세제 제조업 외 1 종",충청북도 음성군 금왕읍 유촌산단로 40-17,127.5623846,36.95239459,29,2025-09-22
326,음성유촌일반산업단지,(주)에이치앤씨티에스,일반용 도료 및 관련제품 제조업,충청북도 음성군 금왕읍 유촌산단1길 55,127.5602715,36.95275629,12,2025-09-22
327,음성유촌일반산업단지,(주)엔씨유,"플라스틱 적층, 도포 및 기타 표면처리 제품 제조업",충청북도 음성군 금왕읍 유촌산단1길 13,127.5628022,36.95398218,3,2025-09-22
328,음성유촌일반산업단지,(주)이룸켐앤텍,계면활성제 제조업 외 4 종,충청북도 음성군 금왕읍 유촌산단로 46,127.5631379,36.95221712,6,2025-09-22
329,음성유촌일반산업단지,(주)전한슬라이드,기타 직물제품 제조업,충청북도 음성군 금왕읍 무극로65번길 15 외 2필지,127.5699504,36.98682856,41,2025-09-22
330,음성유촌일반산업단지,(주)전한슬라이드,그 외 기타 달리 분류되지 않은 제품 제조업,충청북도 음성군 금왕읍 유촌산단로 40-18,127.5615469,36.95357204,54,2025-09-22
331,음성유촌일반산업단지,(주)한국기능공사,그 외 자동차용 신품 부품 제조업,충청북도 음성군 금왕읍 삼봉리 676-2번지 (유촌산업단지 내) 외 2필지,127.5590287,36.95018337,120,2025-09-22
332,음성유촌일반산업단지,(주)한국기능공사,그 외 자동차용 신품 부품 제조업,"충청북도 음성군 금왕읍 삼봉리 676-1번지 , 유촌리 804(유촌산업단지 내)",127.5615518,36.95075141,83,2025-09-22
333,음성유촌일반산업단지,(주)한국기능공사,그 외 자동차용 신품 부품 제조업,"충청북도 음성군 금왕읍 삼봉리 676-3번지 , 유촌리804-1(유촌산업단지 내)",127.5619832,36.94992392,80,2025-09-22
334,음성유촌일반산업단지,㈜리드테크,절삭가공 및 유사처리업,충청북도 음성군 금왕읍 유촌산단로 74,127.5613638,36.95221962,10,2025-09-22
335,음성유촌일반산업단지,㈜씨에이치산업,"도금, 착색 및 기타 표면처리강재 제조업 외 1 종",충청북도 음성군 금왕읍 유촌산단로 40-14,127.5624355,36.95330496,17,2025-09-22
336,음성유촌일반산업단지,㈜케이씨모터스,차체 및 특장차 제조업 외 2 종,충청북도 음성군 금왕읍 유촌산단1길 84,127.5580177,36.95027876,40,2025-09-22
337,음성유촌일반산업단지,그린푸드텍(주),천연 및 혼합조제 조미료 제조업,충청북도 음성군 금왕읍 유촌산단1길 68,127.5589281,36.95206644,6,2025-09-22
338,음성유촌일반산업단지,농업회사법인 주식회사 거북,기타 과실ㆍ채소 가공 및 저장 처리업 외 3 종,충청북도 음성군 금왕읍 유촌리 775번지,127.559858,36.95438587,20,2025-09-22
339,음성유촌일반산업단지,농업회사법인(주)네이처뱅크,기타 과실ㆍ채소 가공 및 저장 처리업,충청북도 음성군 금왕읍 유촌산단1길 78,127.5578093,36.95135938,25,2025-09-22
340,음성유촌일반산업단지,드림켐텍,일반용 도료 및 관련제품 제조업,충청북도 음성군 금왕읍 유촌산단1길 51,127.560607,36.95300084,3,2025-09-22
341,음성유촌일반산업단지,산마을영농조합법인,김치류 제조업,충청북도 음성군 금왕읍 유촌산단1길 76,127.5583026,36.95149639,45,2025-09-22
342,음성유촌일반산업단지,서페이스 스토리,그 외 기타 고무제품 제조업,충청북도 음성군 금왕읍 유촌산단1길 37,127.5615654,36.95426601,5,2025-09-22
343,음성유촌일반산업단지,수현첨단소재(주),일반용 도료 및 관련제품 제조업 외 2 종,충청북도 음성군 금왕읍 유촌산단1길 13,127.5628022,36.95398218,10,2025-09-22
344,음성유촌일반산업단지,원테크글로벌(주),주형 및 금형 제조업 외 1 종,충청북도 음성군 금왕읍 유촌산단로 53 외 1필지,127.5624306,36.9521965,20,2025-09-22
345,음성유촌일반산업단지,이에이치인더스트리(주),기타 플라스틱 발포 성형제품 제조업,충청북도 음성군 금왕읍 유촌산단1길 36,127.5602726,36.95453159,17,2025-09-22
346,음성유촌일반산업단지,주식회사 로씨일가,그 외 기타 분류 안된 비금속 광물제품 제조업,충청북도 음성군 금왕읍 유촌리 776 외 1필지,127.5613478,36.95502218,22,2025-09-22
347,음성유촌일반산업단지,주식회사 이에프씨,합성수지 및 기타 플라스틱 물질 제조업,충청북도 음성군 금왕읍 유촌산단로 40-23,127.5609765,36.95319145,6,2025-09-22
