순번,회사명,대표업종차수,대표업종번호,업종번호,업종명,시도,시군구,사업유형,남종업원,여종업원,외국인(남),외국인(여),종업원수
1559,(주)봄에코텍,11,22222,"22222, ",설치용 및 위생용 플라스틱제품 제조업,충청남도,당진시,제조업,1,1,,,2
1560,(주)봉황,11,29241,"29241, ",건설 및 채광용 기계장비 제조업,,,제조업,7,1,0,0,8
1561,(주)부강이엔지,11,28123,"28123, ",배전반 및 전기 자동제어반 제조업,충청남도,서천군,제조업,4,1,,,5
1562,(주)부강이엔지,11,25113,"25113, 25114, 28113, 28119, 28123, 28422, 28903, 35114",육상 금속 골조 구조재 제조업 외 7 종,충청남도,서천군,제조업,5,2,,,7
1563,(주)부경,11,25944,"25944, 23325, 23326",금속선 가공제품 제조업 외 2 종,충청남도,논산시,제조업,18,3,0,0,21
1564,(주)부경금속열처리,11,25921,"25921, ",금속 열처리업,충청남도,논산시,제조업,15,3,,,18
1565,(주)부경콘크리트,11,23325,"23325, 23326",콘크리트 관 및 기타 구조용 콘크리트 제품 제조업 외 1 종,충청남도,논산시,제조업,9,1,,,10
1566,(주)부곡,11,25113,"25113, ",육상 금속 골조 구조재 제조업,충청남도,금산군,제조업,3,2,,,5
1567,(주)부성냉열,11,11201,"11201, ",얼음 제조업,충청남도,홍성군,제조업,4,0,0,0,4
1568,(주)부성티에스,11,25122,"25122, 25123, 29177, 29199",금속탱크 및 저장용기 제조업 외 3 종,충청남도,아산시,제조업,10,0,2,,12
1569,(주)부영철재,11,29299,"29299, 29261",그 외 기타 특수목적용 기계 제조업 외 1 종,충청남도,금산군,제조업,15,,,,15
1570,(주)부원플랜트,11,29176,"29176, ",액체 여과기 제조업,충청남도,당진시,제조업,5,,,,5
1571,(주)부임금속,11,28422,"28422, 26529, 29261, 29299",일반용 전기 조명장치 제조업 외 3 종,충청남도,아산시,제조업,5,0,0,0,5
1572,(주)부전영농,11,10511,"10511, 10309",곡물 도정업 외 1 종,충청남도,논산시,제조업,7,2,0,0,9
1573,(주)부창기술,11,16212,"16212, 25112",강화 및 재생 목재 제조업 외 1 종,충청남도,천안시 서북구,제조업,5,0,0,0,5
1574,(주)부천,11,13300,"13300, ",편조원단 제조업,충청남도,아산시,제조업,14,8,7,0,29
1575,(주)부흥건설화학,11,20499,"20499, ",그 외 기타 분류 안된 화학제품 제조업,충청남도,계룡시,제조업,17,1,,,18
1576,(주)부흥금속,11,30320,"30320, 30400",자동차 차체용 신품 부품 제조업 외 1 종,충청남도,아산시,제조업,14,0,0,0,14
1577,(주)부흥금속,11,30399,"30399, ",그 외 자동차용 신품 부품 제조업,충청남도,아산시,제조업,5,3,9,0,17
1578,(주)부흥기업,11,22251,"22251, 22259",폴리스티렌 발포 성형제품 제조업 외 1 종,충청남도,천안시 서북구,제조업,20,0,0,0,20
1579,(주)부흥시스템,11,22191,"22191, 22192, 22199, 23321, 24311, 24312, 25111, 25112, 25113, 25114",고무패킹류 제조업 외 9 종,충청남도,예산군,제조업,42,5,0,0,47
1580,(주)붐커뮤니케이션,11,16229,"16229, 16299",기타 건축용 나무제품 제조업 외 1 종,충청남도,홍성군,제조업,,,,,0
1581,(주)뷰라이팅인터내셔널,11,28422,"28422, 25113, 25114, 25999, 28123, 28423, 28429, 35114",일반용 전기 조명장치 제조업 외 7 종,충청남도,서산시,제조업,7,4,,,11
1582,(주)뷰티라이즈,11,17212,"17212, ",골판지 상자 및 가공제품 제조업,충청남도,논산시,제조업,4,1,,,5
1583,(주)브러쉬포유,11,33993,"33993, ",비 및 솔 제조업,충청남도,금산군,제조업,8,2,,,10
1584,(주)브리콘,11,23325,"23325, 23326",콘크리트 관 및 기타 구조용 콘크리트 제품 제조업 외 1 종,충청남도,당진시,제조업,6,1,,,7
1585,(주)브이씨티이,11,25921,"25921, ",금속 열처리업,충청남도,아산시,제조업,6,0,5,,11
1586,(주)브이알텍,11,16229,"16229, ",기타 건축용 나무제품 제조업,충청남도,논산시,제조업,2,0,0,0,2
1587,(주)브이에스테크,11,29133,"29133, ","탭, 밸브 및 유사장치 제조업",충청남도,천안시 서북구,제조업,5,0,0,0,5
1588,(주)브이원,11,29299,"29299, 29261",그 외 기타 특수목적용 기계 제조업 외 1 종,충청남도,아산시,제조업,9,1,0,0,10
1589,(주)브이원,11,29299,"29299, ",그 외 기타 특수목적용 기계 제조업,충청남도,아산시,제조업,5,3,0,0,8
1590,(주)블랙드래곤,11,13229,"13229, ",기타 직물제품 제조업,충청남도,아산시,제조업,2,8,0,0,10
1591,(주)블루로봇,11,29280,"29280, 29272, 29299",산업용 로봇 제조업 외 2 종,충청남도,천안시 서북구,제조업,,,,,0
1592,(주)블루스틸,11,22223,"22223, ",플라스틱 창호 제조업,충청남도,논산시,제조업,3,,,,3
1593,(주)블루월드,11,17211,"17211, 17212",골판지 제조업 외 1 종,충청남도,홍성군,제조업,8,3,0,0,11
1594,(주)블루윌,11,30203,"30203, ",트레일러 및 세미트레일러 제조업,충청남도,천안시 서북구,제조업,3,1,0,0,4
1595,(주)블루지구이엔에스,11,29176,"29176, ",액체 여과기 제조업,충청남도,천안시 서북구,제조업,2,,,,2
1596,(주)블루케이,11,22232,"22232, ",포장용 플라스틱 성형용기 제조업,충청남도,논산시,제조업,3,4,,,7
1597,(주)블루테크,11,25119,"25119, ",기타 구조용 금속제품 제조업,충청남도,아산시,제조업,18,6,,,24
1598,(주)블루텍,11,20312,"20312, ",복합비료 및 기타 화학비료 제조업,충청남도,논산시,제조업,9,1,,,10
1599,(주)블루파인,11,11201,"11201, ",얼음 제조업,충청남도,아산시,제조업,10,10,,,20
1600,(주)비-코리아,11,25924,"25924, ",절삭가공 및 유사처리업,충청남도,홍성군,제조업,7,1,0,0,8
1601,(주)비.제이.코리아,11,25924,"25924, 30391, 30392, 30399, 30400",절삭가공 및 유사처리업 외 4 종,충청남도,당진시,제조업,13,1,17,0,31
1602,(주)비가림,11,25112,"25112, 25113, 25114, 28422",구조용 금속 판제품 및 공작물 제조업 외 3 종,충청남도,논산시,제조업,5,,,,5
1603,(주)비농,11,20131,"20131, ",무기안료용 금속 산화물 및 관련 제품 제조업,충청남도,예산군,제조업,2,,,,2
1604,(주)비디엔이오토모티브,11,22251,"22251, 22259",폴리스티렌 발포 성형제품 제조업 외 1 종,충청남도,아산시,제조업,9,1,0,0,10
1605,(주)비맥스,11,17903,"17903, ",벽지 및 장판지 제조업,충청남도,천안시 동남구,제조업,15,5,0,0,20
1606,(주)비버판넬,11,25112,"25112, 25113, 25114, 25119",구조용 금속 판제품 및 공작물 제조업 외 3 종,충청남도,논산시,제조업,29,6,8,0,43
1607,(주)비산이앤씨,11,29133,"29133, ","탭, 밸브 및 유사장치 제조업",충청남도,당진시,제조업,2,,4,,6
1608,(주)비슈누,11,29271,"29271, ",반도체 제조용 기계 제조업,충청남도,당진시,제조업,3,1,,,4
1609,(주)비스유럽,11,25111,"25111, ","금속 문, 창, 셔터 및 관련제품 제조업",충청남도,천안시 동남구,제조업,16,4,0,0,20
1610,(주)비쓰리,11,10309,"10309, ",기타 과실ㆍ채소 가공 및 저장 처리업,충청남도,금산군,제조업,,,,,0
1611,(주)비씨에스,11,20499,"20499, 21301",그 외 기타 분류 안된 화학제품 제조업 외 1 종,충청남도,예산군,제조업,2,1,,,3
1612,(주)비아트,11,32021,"32021, 32029, 32091",주방용 및 음식점용 목재가구 제조업 외 2 종,충청남도,금산군,제조업,16,,,,16
1613,(주)비아트퍼니처,11,32021,"32021, 32029, 32091",주방용 및 음식점용 목재가구 제조업 외 2 종,충청남도,금산군,제조업,3,,,,3
1614,(주)비알디,11,10901,"10901, 10902, 10903",반려동물용 사료 제조업 외 2 종,충청남도,아산시,제조업,3,0,0,0,3
1615,(주)비알인포텍,11,25113,"25113, 25119, 28423",육상 금속 골조 구조재 제조업 외 2 종,충청남도,당진시,제조업,37,15,0,0,52
1616,(주)비알코리아,11,31111,"31111, 31112, 31113, 31114, 31120",강선 건조업 외 4 종,충청남도,보령시,제조업,70,10,0,0,80
1617,(주)비앤씨 화장품,11,20423,"20423, ",화장품 제조업,충청남도,천안시 동남구,제조업,3,13,,3,19
1618,(주)비앤씨화장품,11,20423,"20423, ",화장품 제조업,충청남도,천안시 동남구,제조업,9,27,,,36
1619,(주)비앤엠,11,30320,"30320, 30400",자동차 차체용 신품 부품 제조업 외 1 종,충청남도,당진시,제조업,57,11,0,0,68
1620,(주)비앤와이이엔지,11,28111,"28111, 25113, 26429, 28123, 28422",전동기 및 발전기 제조업 외 4 종,충청남도,서산시,제조업,5,1,,,6
1621,(주)비앤티페널,11,25112,"25112, 23232, 23919",구조용 금속 판제품 및 공작물 제조업 외 2 종,충청남도,금산군,제조업,6,2,,,8
1622,(주)비에스부여공장,11,30320,"30320, 29141, 30400",자동차 차체용 신품 부품 제조업 외 2 종,충청남도,부여군,제조업,22,46,3,1,72
1623,(주)비에스에이,11,29163,"29163, 29169, 29271, 29272",컨베이어장치 제조업 외 3 종,충청남도,아산시,제조업,8,2,0,0,10
1624,(주)비에스텍,11,26293,"26293, 26224, 26294","전자코일, 변성기 및 기타 전자 유도자 제조업 외 2 종",충청남도,천안시 서북구,제조업,10,18,,,28
1625,(주)비에이에너지,11,29299,"29299, ",그 외 기타 특수목적용 기계 제조업,충청남도,공주시,제조업,6,,,,6
1626,(주)비에이치,11,26221,"26221, 26222, 26223",인쇄회로기판용 적층판 제조업 외 2 종,충청남도,천안시 동남구,제조업,20,30,,,50
1627,(주)비에이치세미콘,11,26222,"26222, ",경성 인쇄회로기판 제조업,충청남도,아산시,제조업,10,8,0,0,18
1628,(주)비에이치시스템,11,29299,"29299, 29261",그 외 기타 특수목적용 기계 제조업 외 1 종,충청남도,아산시,제조업,3,1,0,0,4
1629,(주)비에이치시스템(2공장),11,29299,"29299, ",그 외 기타 특수목적용 기계 제조업,충청남도,아산시,제조업,9,1,0,0,10
1630,(주)비에이치에스티,11,29271,"29271, 29272",반도체 제조용 기계 제조업 외 1 종,충청남도,아산시,제조업,61,4,0,0,65
1631,(주)비에코,11,20421,"20421, ",계면활성제 제조업,충청남도,논산시,제조업,,,,,0
1632,(주)비엔비,11,10895,"10895, ",인삼식품 제조업,충청남도,금산군,제조업,5,5,,,10
1633,(주)비엔셀,11,29280,"29280, ",산업용 로봇 제조업,충청남도,천안시 서북구,제조업,6,1,0,0,7
1634,(주)비엔씨넷,11,26121,"26121, 26129",발광 다이오드 제조업 외 1 종,충청남도,천안시 서북구,제조업,4,2,,,6
1635,(주)비엔에이치,11,29176,"29176, ",액체 여과기 제조업,충청남도,아산시,제조업,6,4,0,0,10
1636,(주)비엘디,11,26299,"26299, 26294",그 외 기타 전자부품 제조업 외 1 종,충청남도,천안시 서북구,제조업,3,12,,,15
1637,(주)비엘엠콘택트,11,27195,"27195, ",안경 및 안경렌즈 제조업,충청남도,아산시,제조업,2,10,0,0,12
1638,(주)비엘텍,11,28429,"28429, 28422, 28423",기타 조명장치 제조업 외 2 종,충청남도,아산시,제조업,2,1,0,0,3
1639,(주)비엠모터스,11,29210,"29210, 29241, 31921, 31922",농업 및 임업용 기계 제조업 외 3 종,충청남도,천안시 동남구,제조업,5,1,0,1,7
1640,(주)비엠씨 천안공장,11,28111,"28111, ",전동기 및 발전기 제조업,충청남도,천안시 서북구,제조업,120,50,60,20,250
1641,(주)비엠아이,11,30320,"30320, ",자동차 차체용 신품 부품 제조업,충청남도,아산시,제조업,99,2,0,0,101
1642,(주)비엠에너지,11,28119,"28119, 28113",기타 전기 변환장치 제조업 외 1 종,충청남도,천안시 동남구,제조업,4,3,0,0,7
1643,(주)비엠에스,11,21301,"21301, 21309",체외 진단 시약 제조업 외 1 종,충청남도,천안시 동남구,제조업,5,6,0,0,11
1644,(주)비엠에스,10,23999,"23999, 10801, 10802, 19229, 23991, 23995",그 외 기타 분류 안된 비금속 광물제품 제조업 외 5 종,충청남도,부여군,제조업,29,6,0,0,35
1645,(주)비엠이앤씨,11,29299,"29299, ",그 외 기타 특수목적용 기계 제조업,충청남도,아산시,제조업,18,6,0,0,24
1646,(주)비오엠,11,29271,"29271, ",반도체 제조용 기계 제조업,충청남도,천안시 서북구,제조업,20,2,,,22
1647,(주)비오지노키 금산지점,11,10902,"10902, 10903",배합 사료 제조업 외 1 종,충청남도,금산군,제조업,5,4,0,0,9
1648,(주)비오텍,11,29271,"29271, ",반도체 제조용 기계 제조업,충청남도,천안시 서북구,제조업,5,1,0,0,6
1649,(주)비온디3공장,11,22251,"22251, ",폴리스티렌 발포 성형제품 제조업,충청남도,천안시 서북구,제조업,4,0,0,0,4
1650,(주)비온텍2공장,11,22251,"22251, 22259, 23321",폴리스티렌 발포 성형제품 제조업 외 2 종,충청남도,천안시 서북구,제조업,9,1,0,0,10
1651,(주)비온텍3공장,11,25119,"25119, 22251, 22259, 23321, 25112",기타 구조용 금속제품 제조업 외 4 종,충청남도,천안시 서북구,제조업,15,1,0,0,16
1652,(주)비원테크,11,29272,"29272, ",디스플레이 제조용 기계 제조업,충청남도,천안시 서북구,제조업,35,5,0,0,40
1653,(주)비월드,11,30399,"30399, 30391, 30392, 30400",그 외 자동차용 신품 부품 제조업 외 3 종,충청남도,아산시,제조업,21,1,2,1,25
1654,(주)비전테크놀러지,11,26299,"26299, 26294",그 외 기타 전자부품 제조업 외 1 종,충청남도,천안시 서북구,제조업,16,4,0,0,20
1655,(주)비전텍,11,29299,"29299, ",그 외 기타 특수목적용 기계 제조업,충청남도,천안시 서북구,제조업,5,1,0,0,6
1656,(주)비전플랜트,11,29177,"29177, ","증류기, 열교환기 및 가스발생기 제조업",,,제조업,11,1,,,12
1657,(주)비제이테크,11,25922,"25922, ",도금업,충청남도,천안시 동남구,제조업,11,6,0,0,17
1658,(주)비젼아이티,11,26519,"26519, 25932, 25994, 26410, 26421, 26429, 26521, 26529, 28123",비디오 및 기타 영상기기 제조업 외 8 종,충청남도,공주시,제조업,4,1,,,5
1659,(주)비츠로,11,28202,"28202, 28201, 28209",운송장비용 이차전지 제조업 외 2 종,충청남도,천안시 서북구,제조업,5,0,0,0,5
1660,(주)비츠로밀텍,11,28201,"28201, 20203, 26294, 26299",일차전지 제조업 외 3 종,충청남도,천안시 동남구,제조업,30,4,,,34
1661,(주)비츠로셀,11,28201,"28201, 28202, 28209",일차전지 제조업 외 2 종,충청남도,당진시,제조업,157,250,,,407
1662,(주)비츠로셀,11,28202,"28202, 28209",운송장비용 이차전지 제조업 외 1 종,충청남도,당진시,제조업,20,45,,,65
1663,(주)비케이,11,20411,"20411, 20202",일반용 도료 및 관련제품 제조업 외 1 종,충청남도,천안시 동남구,제조업,7,1,,,8
1664,(주)비케이,11,20493,"20493, 20202, 20411",접착제 및 젤라틴 제조업 외 2 종,충청남도,천안시 동남구,제조업,6,,,,6
1665,(주)비케이솔루텍,11,22292,"22292, ","플라스틱 적층, 도포 및 기타 표면처리 제품 제조업",충청남도,천안시 서북구,제조업,3,,,,3
1666,(주)비케이정보통신,11,26421,"26421, 26429, 26521, 26529",방송장비 제조업 외 3 종,충청남도,논산시,제조업,3,2,,,5
1667,(주)비케이팩,11,22232,"22232, ",포장용 플라스틱 성형용기 제조업,충청남도,금산군,제조업,14,5,,,19
1668,(주)비콘,11,28121,"28121, 28122","전기회로 개폐, 보호장치 제조업 외 1 종",충청남도,천안시 서북구,제조업,5,2,0,0,7
1669,(주)비콘,11,28121,"28121, 28122","전기회로 개폐, 보호장치 제조업 외 1 종",충청남도,천안시 서북구,제조업,10,2,,,12
1670,(주)비타바이오,11,10901,"10901, 10902",반려동물용 사료 제조업 외 1 종,충청남도,천안시 서북구,제조업,1,0,0,0,1
1671,(주)비타바이오,11,10901,"10901, 10902, 10903",반려동물용 사료 제조업 외 2 종,충청남도,계룡시,제조업,4,1,0,0,5
1672,(주)비테크,11,25929,"25929, ",그 외 기타 금속가공업,충청남도,아산시,제조업,5,,,,5
1673,(주)비토넷제2공장,11,26111,"26111, 26112",메모리용 전자집적회로 제조업 외 1 종,충청남도,천안시 서북구,제조업,30,2,0,0,32
1674,(주)비투와이,11,28519,"28519, ",기타 가정용 전기기기 제조업,충청남도,천안시 서북구,제조업,0,3,,,3
1675,(주)비티엔,11,10897,"10897, 10839, 10901, 10903",건강기능식품 제조업 외 3 종,충청남도,아산시,제조업,3,2,0,0,5
1676,(주)비티엔,11,10897,"10897, 21230",건강기능식품 제조업 외 1 종,충청남도,서천군,제조업,,,,,0
1677,(주)비티엔지니어링,11,29271,"29271, ",반도체 제조용 기계 제조업,충청남도,아산시,제조업,14,6,0,0,20
1678,(주)비티진,11,10895,"10895, ",인삼식품 제조업,충청남도,금산군,제조업,4,1,,,5
