title,description,link,pubDate
&quot;김영민 교수 vs AI&quot; 에세이 첨삭 대결…인간다운 글쓰기란 무엇인가?,"행사를 앞두고 독자들로부터 자유 주제로 된 900자 이내의 짧은 에세이를 공모했고, 이 가운데 3편을 골라 'AI 대표'인 <b>앤트로픽</b>의 '클로드 오퍼스'와 김 교수에게 각각 첨삭을 맡겼다. 맞춤법이나 띄어쓰기는 다루지 않고... ",https://www.lecturernews.com/news/articleView.html?idxno=200022,"Sun, 05 Apr 2026 07:36:00 +0900"
'교수 vs AI' 에세이 첨삭 대결…인간다운 글쓰기란 무엇인가,"행사를 앞두고 독자들로부터 자유 주제로 된 900자 이내의 짧은 에세이를 공모했고, 이 가운데 3편을 골라 'AI 대표'인 <b>앤트로픽</b>의 '클로드 오퍼스'와 김 교수에게 각각 첨삭을 맡겼다. 맞춤법이나 띄어쓰기는 다루지 않고... ",https://n.news.naver.com/mnews/article/001/0016002726?sid=103,"Sun, 05 Apr 2026 07:22:00 +0900"
“논문 제1저자는 챗GPT” 오타 아니었다…파격 학술지 등장,"2일 기준 투고된 42편을 보면 <b>앤트로픽</b>의 클로드(Claude Opus 4.6), 오픈AI의 챗GPT(GPT-5.3), 알리바바의 큐웬(Qwen3) 등이 나란히 올라 있다. 챗GPT와 클로드가 공동 제1저자로 양자역학을 다룬 논문이 있는가 하면, 칸트... ",https://n.news.naver.com/mnews/article/025/0003513949?sid=102,"Sun, 05 Apr 2026 06:00:00 +0900"
"&quot;시스템 과부하&quot;…<b>앤트로픽</b>, 클로드서 오픈클로 지원 중단",<b>앤트로픽</b>이 인공지능(AI) 서비스 '클로드'에서 오픈클로 등 외부 도구 지원을 중단한다. 4일(현지시간) 테크크런치 등 외신에 따르면 <b>앤트로픽</b>이 클로드 구독 운영 방식을 이같이 재편했다. 이용자가 클로드에서 타사 AI를... ,https://n.news.naver.com/mnews/article/092/0002417455?sid=105,"Sat, 04 Apr 2026 22:41:00 +0900"
"머스크의 스페이스X, IPO 참여 조건은? &quot;AI챗봇 구독&quot;","오픈AI의 챗GPT와 <b>앤트로픽</b>의 클로드, 구글의 제미나이에 밀려 인공지능 챗봇 시장에서 4위에 머물고 있다. 복수의 소식통은 머스크가 은행들에 그록 구독권 구매를 강력히 요구했으며, 일부 은행에는 소셜미디어(SNS)... ",https://n.news.naver.com/mnews/article/031/0001019671?sid=104,"Sat, 04 Apr 2026 22:01:00 +0900"
"<b>앤트로픽</b>, 클로드 구독자 서드파티 AI 에이전트 연동 차단","<b>앤트로픽</b> 클로드. [사진: 셔터스톡] <b>앤트로픽</b>이 클로드 프로, 클로드 맥스 요금제 구독자들을 상대로 서드파티 AI 에이전트 도구 연동을 차단한다고 벤처비트가 4일(현지시간) 보도했다. <b>앤트로픽</b> 클로드 코드 총괄... ",https://www.digitaltoday.co.kr/news/articleView.html?idxno=653626,"Sat, 04 Apr 2026 21:52:00 +0900"
"AI는 왜 사과하고 공감할까…<b>앤트로픽</b>, '감정 벡터' 분석 결과 공개","<b>앤트로픽</b> 클로드. [사진: 셔터스톡] <b>앤트로픽</b>이 챗봇이 감정을 가진 듯 반응하는 현상을 분석한 결과, 언어모델 내부에 '감정 개념'에 해당하는 선형 표현(감정 벡터)이 존재하고 일부는 답변뿐 아니라 행동에도 영향을... ",https://www.digitaltoday.co.kr/news/articleView.html?idxno=653619,"Sat, 04 Apr 2026 21:02:00 +0900"
"머스크의 스페이스X, 상장 참여하려면 &quot;AI챗봇 구독&quot;","인공지능 챗봇 시장에서는 오픈AI의 챗GPT와 <b>앤트로픽</b>의 클로드, 구글의 제미나이에 밀려 4위에 머물고 있습니다. 복수의 소식통에 따르면 머스크가 은행들에 그록 구독권 구매를 강력히 요구했으며, 일부 은행에는... ",https://n.news.naver.com/mnews/article/057/0001943136?sid=104,"Sat, 04 Apr 2026 17:45:00 +0900"
"스페이스X, 'IPO 성공의 열쇠는 그록 구독권?' 일론 머스크의 파격 조건","그록은 시장에 이미 자리 잡은 오픈AI의 '챗GPT', <b>앤트로픽</b>의 '클로드', 구글의 '제미니아'와 경쟁하고 있으며, 시장 점유율에서는 여전히 4위에 머물러 있는 상황이다. 은행 중 일부는 머스크의 요구에 따라 수천만 달러... ",https://www.gokorea.kr/news/articleView.html?idxno=862599,"Sat, 04 Apr 2026 17:08:00 +0900"
"&quot;신약 개발도 AI가 주도&quot;…<b>앤트로픽</b>, 바이오 영토 확장",강자 <b>앤트로픽</b>(Anthropic)이 바이오·헬스케어 시장에 강력한 출사표를 던졌다. 신약 개발의 전 과정을... 3일(현지시간) IT 전문매체 디인포메이션 등 외신에 따르면 <b>앤트로픽</b>은 AI 기반 신약 개발 플랫폼 스타트업인... ,https://www.ebn.co.kr/news/articleView.html?idxno=1704445,"Sat, 04 Apr 2026 16:10:00 +0900"
"<b>앤트로픽</b>, 신약 발굴사업 진출…AI 바이오테크 스타트업 4억 달러에 인수",<b>앤트로픽</b>(Anthropic)이 AI 바이오테크 스타트업 코에피시언트 바이오(Coefficient Bio)를 약 4억 달러(약 5800억원)... 인수된 코에피시언트 바이오 팀은 <b>앤트로픽</b>의 헬스케어·생명과학 그룹에 합류한다. 해당 그룹은 신약... ,https://n.news.naver.com/mnews/article/138/0002223303?sid=105,"Sat, 04 Apr 2026 15:05:00 +0900"
"‘AI 투자에 발목’ 네이버, ‘목표가 하향’ 쏟아지는데…그래도 ‘사...","안재민 NH투자증권 연구원은 “구글, 오픈AI, <b>앤트로픽</b> 등 글로벌 빅테크 기업들과의 AI 경쟁에서 네이버가 버틸 수 있을 것인지에 대한 우려가 주가에 지속해서 부담으로 작용하고 있는 상황”이라고 지적했다. 여기에... ",https://n.news.naver.com/mnews/article/016/0002624638?sid=101,"Sat, 04 Apr 2026 14:01:00 +0900"
&quot;복잡한 일 시키면 성공률 50% 미만&quot; MIT가 밝힌 AI 노동자의 초라한 성...,"MIT 연구진은 <b>앤트로픽</b>의 클로드, 구글의 제미나이, 오픈AI의 챗GPT 등 41개의 서로 다른 거대언어모델(LLM)을 활용해 노동부가 나열한 다양한 직무의 1만 1000개 이상 텍스트 기반 업무 성과를 분석했다. 이후 해당... ",https://www.fortunekorea.co.kr/news/articleView.html?idxno=52071,"Sat, 04 Apr 2026 14:00:00 +0900"
머스크가 요구한 스페이스X IPO 참여 조건은?...“AI 챗봇 구독”,"그록은 오픈AI의 챗GPT와 <b>앤트로픽</b>의 클로드, 구글의 제미나이에 밀려 인공지능 챗봇 시장에서 4위에 머물고 있다. 그러나 초대형 IPO로 평가받는 이번 IPO에 참여하기 위해 투자자들은 구독을 고민하는 상황에 놓인... ",https://n.news.naver.com/mnews/article/023/0003968853?sid=101,"Sat, 04 Apr 2026 13:59:00 +0900"
폴리마켓서 '클로드 미토스' 4월 말 출시 확률 28%로 하락,"오데일리(출처)에 따르면 예측시장 폴리마켓에서 <b>앤트로픽</b>의 '클로드 미토스' 모델이 4월 말까지... 폴리마켓 계약 규정상 <b>앤트로픽</b>이 '클로드 미토스'를 공식 출시하거나, 유출 정보에 언급된 동일 모델임을... ",https://www.tokenpost.kr/news/breaking/346326,"Sat, 04 Apr 2026 13:48:00 +0900"
"AI 학습 데이터 공급망 침해 사고…메타, 머코와 프로젝트 전면 중단","머코는 대규모 계약직 인력 네트워크를 통해 오픈AI, <b>앤트로픽</b> 등 주요 AI 개발사들에 맞춤형 데이터셋을... 라이트LLM은 오픈AI, <b>앤트로픽</b>, 구글 등 주요 AI 서비스 호출에 쓰이는 표준 어댑터 라이브러리 으로 팀PCP... ",https://www.digitaltoday.co.kr/news/articleView.html?idxno=653598,"Sat, 04 Apr 2026 12:28:00 +0900"
"<b>앤트로픽</b>, AI 바이오 스타트업 '코에피션트 바이오' 6000억에 인수",<b>앤트로픽</b>이 AI 바이오테크 스타트업를 인수하며 생명과학과 헬스케어 분야에서의 기술 경쟁력 강화에... 코에피션트 바이오의 10명 미만의 소규모 팀은 <b>앤트로픽</b>의 헬스케어·생명과학 조직에 합류할 예정이다. 지난해... ,https://www.aitimes.com/news/articleView.html?idxno=208800,"Sat, 04 Apr 2026 11:56:00 +0900"
"오픈AI 'B2B 주도' 피지 시모, 병가로 공백...IPO 앞두고 조직도 개편","시모 CEO는 최근 몇주간 기업 고객 확보 경쟁에서 경쟁사인 <b>앤트로픽</b>을 따라잡기 위해 총력을 펼쳤다. 회사 리소스를 통합해 챗GPT와 코덱스, 웹 브라우저 등을 결합한 '슈퍼 앱'을 개발하기로 하고, '소라'와 쇼핑 등... ",https://www.aitimes.com/news/articleView.html?idxno=208805,"Sat, 04 Apr 2026 11:38:00 +0900"
"‘IPO 최대어’ 스페이스X, 참여 조건 걸었다…머스크 ”챗봇 구독해”","다만 시장에서는 오픈AI의 챗GPT, <b>앤트로픽</b>의 클로드, 구글의 제미나이에 밀려 점유율 4위 수준에 머물러 있다는 평가다. 복수의 소식통에 따르면 머스크 CEO는 주요 투자은행들에 그록 구독권 구매를 강하게... ",https://n.news.naver.com/mnews/article/243/0000095729?sid=101,"Sat, 04 Apr 2026 11:26:00 +0900"
"오픈AI, 로봇시장 다시 노린다…사옥 확장","계획 등에 대한 언론의 문의에 답하지 않았습니다. 오픈AI는 <b>앤트로픽</b>과의 경쟁 우위를 위해 연말까지 인력을 두 배로 늘리기로 하고, 샌프란시스코와 인근 베이지역에서 사무실 확장에 적극적으로 나서고 있습니다.",https://n.news.naver.com/mnews/article/374/0000502294?sid=104,"Sat, 04 Apr 2026 10:23:00 +0900"
"오픈AI, 로봇 사업 재진출…사옥 확장",한편 오픈AI는 경쟁사인 <b>앤트로픽</b>과의 기술 경쟁에 대응하기 위해 연내 인력을 두 배로 확대할 계획이다. 이에 따라 샌프란시스코와 베이 지역을 중심으로 사무 공간 확장도 지속하고 있다. 샌프란시스코 본사 인근... ,https://n.news.naver.com/mnews/article/016/0002624617?sid=105,"Sat, 04 Apr 2026 10:22:00 +0900"
[테크톡노트] &quot;코드 없이 연결&quot; MCP 뜬다…하지만 해킹도 쉬워진다,하지만 <b>앤트로픽</b>이 2024년 발표한 MCP를 이용하면 다양한 데이터를 하나의 맥락 속에 통일할 수 있다.... 특히 MCP를 이용하면 <b>앤트로픽</b>의 클로드뿐만 아니라 오픈AI의 챗GPT 등 AI 모델의 종류와 상관 없이 데이터를 즉시... ,https://n.news.naver.com/mnews/article/001/0016002189?sid=105,"Sat, 04 Apr 2026 10:00:00 +0900"
"오픈AI, 로봇분야 재진출 위해 시설 임대…사옥 확장","오픈AI는 <b>앤트로픽</b>과의 경쟁 우위를 위해 연말까지 인력을 두 배로 늘리기로 하고, 샌프란시스코와 인근 베이지역에서 사무실 확장에 적극적으로 나서고 있습니다. 샌프란시스코 본사와 같은 블록의 테리 A... ",https://n.news.naver.com/mnews/article/055/0001345826?sid=104,"Sat, 04 Apr 2026 09:56:00 +0900"
"오픈AI, 로봇분야 재진출 시도… 사옥 확장","오픈AI는 <b>앤트로픽</b>과의 경쟁 우위를 위해 연말까지 인력을 두 배로 늘리기로 하고, 샌프란시스코와 인근 베이지역에서 사무실 확장에 적극적으로 나서고 있다. 샌프란시스코 본사와 같은 블록의 테리 A 프랑수아대로... ",https://n.news.naver.com/mnews/article/366/0001154184?sid=105,"Sat, 04 Apr 2026 09:53:00 +0900"
"오픈AI, 로봇분야 재진출 위해 시설 임대…사옥 확장","오픈AI는 <b>앤트로픽</b>과의 경쟁 우위를 위해 연말까지 인력을 두 배로 늘리기로 하고, 샌프란시스코와 인근 베이지역에서 사무실 확장에 적극적으로 나서고 있다. 샌프란시스코 본사와 같은 블록의 테리 A 프랑수아대로... ",https://n.news.naver.com/mnews/article/001/0016002174?sid=104,"Sat, 04 Apr 2026 09:39:00 +0900"
&quot;챗봇 구독해&quot;…스페이스X IPO 참여에 조건 붙인 머스크,"오픈AI의 챗GPT와 <b>앤트로픽</b>의 클로드, 구글의 제미나이에 밀려 인공지능 챗봇 시장에서 4위에 머물고 있습니다. 복수의 소식통에 따르면 머스크 최고경영자(CEO)는 은행들에 그록 구독권 구매를 강력히 요구했으며... ",https://n.news.naver.com/mnews/article/374/0000502287?sid=104,"Sat, 04 Apr 2026 09:30:00 +0900"
"<b>앤트로픽</b>, 4억 달러에 '코이피션트 바이오' 인수…AI 신약개발 정조준",인공지능(AI) 기업 <b>앤트로픽</b>이 AI 기반 신약 개발 플랫폼 스타트업을 인수하며 건강·의료 분야로의 사업 확장을 본격화하고 있다. 미 정보기술(IT) 전문매체 디인포메이션은 3일(현지시간) 소식통을 인용해 <b>앤트로픽</b>이... ,http://www.newsroad.co.kr/news/articleView.html?idxno=57303,"Sat, 04 Apr 2026 09:20:00 +0900"
"밀린 숙제 끝낸 이통 3사, 이사회 체질 개선[밀실 벗어난 이사회]②",정기 주주총회 직후 취재진과 만난 정 CEO는 2023년 선제적으로 투자했던 AI 기업 <b>앤트로픽</b>의 지분 가치가 10배가량 폭등한 데 따른 향후 AI 투자 청사진도 언급했다. 정 CEO는 추가 투자 여부에 대해 “아직 구체적으로... ,https://n.news.naver.com/mnews/article/243/0000095716?sid=105,"Sat, 04 Apr 2026 09:05:00 +0900"
스페이스X IPO 참여 자격은 그록 구독?…&quot;머스크가 강력 요구&quot;,"오픈AI의 챗GPT와 <b>앤트로픽</b>의 클로드, 구글의 제미나이에 밀려 인공지능 챗봇 시장에서 4위에 머물고 있습니다. 복수의 소식통에 따르면 머스크 최고경영자(CEO)가 은행들에 그록 구독권 구매를 강력히 요구했으며... ",https://n.news.naver.com/mnews/article/055/0001345821?sid=104,"Sat, 04 Apr 2026 08:53:00 +0900"
“챗봇 구독하고 X에 광고해”…스페이스X 상장에 붙은 머스크의 황당한...,"오픈AI의 챗GPT와 <b>앤트로픽</b>의 클로드, 구글의 제미나이에 밀려 인공지능 챗봇 시장에서 4위 자리에 머물고 있다. 복수의 소식통에 따르면 머스크 최고경영자(CEO)가 은행들에 그록 구독권 구매를 강력히 요구했으며... ",https://n.news.naver.com/mnews/article/029/0003019852?sid=105,"Sat, 04 Apr 2026 07:43:00 +0900"
스페이스X IPO 참여 자격은 그록 구독?…&quot;머스크가 강력 요구&quot;,"오픈AI의 챗GPT와 <b>앤트로픽</b>의 클로드, 구글의 제미나이에 밀려 인공지능 챗봇 시장에서 4위에 머물고 있다. 복수의 소식통에 따르면 머스크 최고경영자(CEO)가 은행들에 그록 구독권 구매를 강력히 요구했으며, 일부... ",https://n.news.naver.com/mnews/article/001/0016002119?sid=104,"Sat, 04 Apr 2026 07:33:00 +0900"
[4월3일] 창립 50주년 맞은 애플...앞으로도 계속 '다르게' 생각할 수 있...,"브랜드는 강조했지만, 이 점에 대해서는 보도자료에는 언급이 없습니다, ■ 오픈AI, <b>앤트로픽</b>에 밀려 비상장 주식 거래 시장서 찬밥 신세 장외 시장에서는 오픈AI 주식보다 <b>앤트로픽</b>의 인기가 더 높다는 소식입니다.... ",https://www.aitimes.com/news/articleView.html?idxno=208747,"Sat, 04 Apr 2026 07:00:00 +0900"
"<b>앤트로픽</b>, 바이오테크 AI스타트업 '코이피션트' 4억 달러에 인수","인공지능(AI) 기업인 <b>앤트로픽</b>이 생명과학 스타트업인 코이피션트바이오를 인수해 제약 분야에도 진출했다. (자료사진, 로이터=연합뉴스) 미국의 생성형 인공지능(AI) 업체인 <b>앤트로픽</b>이 바디오테크 AI... ",https://www.mediapen.com/news/view/1091260,"Sat, 04 Apr 2026 06:58:00 +0900"
"<b>앤트로픽</b>, 신약 플랫폼 인수…생명공학 서비스 진출 본격화",<b>앤트로픽</b> (AP=연합뉴스 자료사진)] 인공지능 (AI) 기업 <b>앤트로픽</b>이 AI 기반 생명공학 스타트업을 인수하며 건강·의료 부문 서비스 진출을 본격화했습니다. <b>앤트로픽</b>은 신약 개발 플랫폼을 만드는 스타트업 '코이피션트... ,https://n.news.naver.com/mnews/article/374/0000502271?sid=104,"Sat, 04 Apr 2026 06:23:00 +0900"
미국 정부와 <b>앤트로픽</b>이 싸우는 이유 [PADO],아울러 이 과정에서 AI의 군사적 전용을 둘러싸고 <b>앤트로픽</b>과 미 국방부 간에 마찰이 빚어졌다는 사실도... 여기서 주목할 만한 점은 <b>앤트로픽</b>의 독특한 설립 배경입니다. 이 기업은 AI의 잠재적 위험성을 경고하며... ,https://n.news.naver.com/mnews/article/008/0005339736?sid=104,"Sat, 04 Apr 2026 06:00:00 +0900"
"<b>앤트로픽</b>, 5,760억 원에 의료 AI 혁신 주도하는 코이피션트 바이오 인수","현재 여러 의료 연구 기업들이 AI 기술을 활용해 '소분자' 탐색 및 생체표지자를 분석하고 있으며, <b>앤트로픽</b> 역시 AI를 이러한 분야에 적용하려는 노력의 일환으로 이번 인수를 진행한 것으로 해석될 수 있습니다.... ",https://www.tokenpost.kr/news/ai/346259,"Sat, 04 Apr 2026 05:56:00 +0900"
4천짜리 이란 드론 잡으려 60억 미사일…이란은 버틴다[경제적본능],"미국은 데이터 분석 기업 팔란티어와 AI 기업 <b>앤트로픽</b>이 개발한 클로드 시스템을 군사 작전에 실전 투입했다. 기존에 정보 장교 500명에서 1천명이 수개월에 걸쳐 수립하던 작전 계획을, AI는 10여 명의 인원으로 1주일... ",https://n.news.naver.com/mnews/article/079/0004132810?sid=104,"Sat, 04 Apr 2026 05:02:00 +0900"
"<b>앤트로픽</b>, 신약 플랫폼 인수…생명공학 서비스 진출 본격화",권영전 특파원 = 인공지능(AI) 기업 <b>앤트로픽</b>이 AI 기반 생명공학 스타트업을 인수하며 건강·의료 부문 서비스 진출을 본격화했다. <b>앤트로픽</b>은 신약 개발 플랫폼을 만드는 스타트업 '코이피션트 바이오'를 4억 달러(약... ,https://n.news.naver.com/mnews/article/001/0016002068?sid=104,"Sat, 04 Apr 2026 02:44:00 +0900"
‘인간 vs AI’ 글 첨삭 대결…200명 청중은 누구 손 들어줬나,"마침표 뒤에 대시, 그리고 구두점의 배치가 글쓴이가 뉴스를 발견하는 순간의 정지감을 재현합니다.”(클로드 오퍼스:미국 인공지능 기업 <b>앤트로픽</b>의 대형언어모델) “한국무단승차협회, 휴지통 옆에 쓰레기쌓기협회... ",https://n.news.naver.com/mnews/article/028/0002799172?sid=102,"Fri, 03 Apr 2026 23:28:00 +0900"
"뉴질랜드 스루라인, 오픈AI·<b>앤트로픽</b>의 위기 대응 업체로 주목","로이터는 2일(현지시간) 뉴질랜드 스타트업 스루라인(ThroughLine)이 오픈AI, <b>앤트로픽</b>, 구글 등과 협력해 위험... 또 <b>앤트로픽</b>과 구글 역시 스루라인과 협력해 위험 사용자 대응 체계를 구축하고 있다. 전문가들은 단순한... ",https://www.aitimes.com/news/articleView.html?idxno=208782,"Fri, 03 Apr 2026 18:58:00 +0900"
[미리보기] 시사기획 창 : AI에게 국적을 묻다,회사 <b>앤트로픽</b>을 '공급망 위험 기업'으로 전격 지정했다. 하지만 국방망에 통합된 클로드를 바로 배제하지는 못했고 이란 공습 과정에 활용했다. <b>앤트로픽</b>은 자사 AI가 동원되는 것을 막지는 못했다. AI의... ,https://n.news.naver.com/mnews/article/056/0012155393?sid=105,"Fri, 03 Apr 2026 18:17:00 +0900"
"'사이버 공급망'도 공격받았다…美 해킹집단, AI 개발도구에 악성코드 ...","오픈AI, <b>앤트로픽</b> 등 메이저 AI 기업들에 학습용 데이터를 공급하는 스타트업 머코어(Mercor)가 해킹 피해를... 고객사로는 <b>앤트로픽</b>, 오픈AI, 메타 등이 있다. 이번 사고를 둘러싸고, 일각에선 머코어 고객사들이 사용한... ",https://www.fortunekorea.co.kr/news/articleView.html?idxno=52066,"Fri, 03 Apr 2026 18:00:00 +0900"
&quot;기계에게 생명 박탈권 위임할 수 없다&quot;,"특히 국방부와 인공지능 기업 <b>앤트로픽</b> 사이의 최근 갈등을 언급하며, 이윤과 경쟁의 압력 앞에서 기업의 자율적 윤리 규제나 계약만으로는 한계가 뚜렷하다고 했다. 그는 국제 규범과 실효성 있는 독립적·법적 통제가... ",https://www.catholicnews.co.kr/news/articleView.html?idxno=34870,"Fri, 03 Apr 2026 17:18:00 +0900"
