순번,단지명,회사명,공장대표주소(도로명),공장대표주소(지번),업종명,관할조직명,설립구분,생산품,주원자재
3457,성서지방산업단지,(주)한경영남프린팅,"대구광역시 달서구 성서공단북로3길 39, 3차 61B 6L (파호동)",대구광역시 달서구 파호동 91-7 3차 61B 6L,오프셋 인쇄업,대구성서산업단지관리공단,일반산업단지,신문,종이 잉크
3458,성서지방산업단지,(주)한국E3시험연구소,"대구광역시 달서구 성서공단로11길 62, 1동 10층 1033 (호산동)",대구광역시 달서구 호산동 711번지 1동 10층 1033,전기ㆍ전자공학 연구개발업,대구성서산업단지관리공단,일반산업단지,연구개발,
3459,성서지방산업단지,(주)한국MPL,"대구광역시 달서구 성서공단북로42길 23, (1차단지 74B 5L) (갈산동)",대구광역시 달서구 갈산동 427-5번지,그 외 기타 전자부품 제조업 외 1 종,대구성서산업단지관리공단,일반산업단지,전자부품,
3460,성서지방산업단지,(주)한국MPL,"대구광역시 달서구 성서공단북로42길 19, (1차단지 74B 6L) (갈산동)",대구광역시 달서구 갈산동 400-65번지,텔레비전 제조업,대구성서산업단지관리공단,일반산업단지,방송수신기,
3461,성서지방산업단지,(주)한국경제신문,"대구광역시 달서구 성서공단북로3길 39, (3차단지 61B 6L) (파호동)",대구광역시 달서구 파호동 91-7 (3차단지 61B 6L),오프셋 인쇄업,대구성서산업단지관리공단,일반산업단지,신문,종이
3462,대구국가산업단지,(주)한국고분자,대구광역시 달성군 구지면 국가산단대로33길 166,대구광역시 달성군 구지면 창리 1363-2번지,자동차 차체용 신품 부품 제조업,한국산업단지공단 대구지역본부 달성사무소,국가산업단지,샤시프레임,샤시
3463,대구국가산업단지,(주)한국금형정공사,대구광역시 달성군 구지면 국가산단서로71길 145,대구광역시 달성군 구지면 수리리 1301번지,주형 및 금형 제조업,한국산업단지공단 대구지역본부 달성사무소,국가산업단지,알루미늄 압출 금형,SKD 61종 Steel
3464,대구국가산업단지,(주)한국다이케스팅,대구광역시 달성군 구지면 국가산단서로40길 40,대구광역시 달성군 구지면 응암리 1244번지,자동차 엔진용 신품 부품 제조업 외 1 종,한국산업단지공단 대구지역본부 달성사무소,국가산업단지,자동차 엔진부분품,알루미늄 합금
3465,성서지방산업단지,(주)한국단자부품,"대구광역시 달서구 성서로68길 4, 1차 32B 1-1L (갈산동)",대구광역시 달서구 갈산동 48-19 1차 32B 1-1L,비주거용 건물 임대업,대구성서산업단지관리공단,일반산업단지,와이어 하네스,전선 커넥터 터미널
3466,,(주)한국라이스텍,대구광역시 군위군 효령면 경북대로 2028,대구광역시 군위군 효령면 고곡리 1302-1번지,곡물 도정업,대구광역시 군위군,일반,현미,양곡
3467,대구출판산업단지,(주)한국문헌정보,대구광역시 달서구 월성동 1800-8번지,대구광역시 달서구 월성동 1800-8번지,자료 처리업,대구성서산업단지관리공단,일반산업단지,"소프트웨어, 도서D/B구축",
3468,성서지방산업단지,(주)한국바이오테크,"대구광역시 달서구 성서공단북로 235, (1차단지 70B 9L) 대구드림파크 102호 (신당동)",대구광역시 달서구 신당동 1893번지,복합비료 및 기타 화학비료 제조업,대구성서산업단지관리공단,일반산업단지,비료,
3469,북구검단일반산업단지,(주)한국베인,대구광역시 북구 검단로 151-8 (검단동),대구광역시 북구 검단동 838-59번지,볼트 및 너트류 제조업 외 6 종,대구시티밸리산업단지관리공단,일반산업단지,"자동차엔진용 나사, 볼트, 압축기부품",금속
3470,,(주)한국비앤씨,대구광역시 달성군 논공읍 상리 114번지,대구광역시 달성군 논공읍 상리 114번지,기타 기초 무기 화학물질 제조업 외 4 종,대구광역시 달성군,일반,보조사료첨가제 복합비료,
3471,성서지방산업단지,(주)한국비엔씨,"대구광역시 달서구 성서공단로11길 62, 1동 B102-A,408,501,502,503호(호산동, 대구테크노파크 성서캠퍼스 S) 1동 B102-A,408,501,502,503호 외 4필지","대구광역시 달서구 호산동 711 대구테크노파크 성서캠퍼스 S 1동 B102-A,408,501,502,503호 1동 B102-A,408,501,502,503호 외 4필지",그 외 기타 의료용 기기 제조업,대구성서산업단지관리공단,일반산업단지,의료기기,철
3472,성서지방산업단지,(주)한국산재장애인협회,"대구광역시 달서구 성서공단로39길 27, (갈산동) A동 2F층 A202호",대구광역시 달서구 갈산동 358-180 A동 2F층 A202호,그 외 기타 분류 안된 금속 가공 제품 제조업 외 2 종,대구성서산업단지관리공단,일반산업단지,"볼라드, 살균소독기",철
3473,대구연구개발특구,(주)한국센서,"대구광역시 동구 매여로1길 37-17, 상매동 519-1 (상매동)",대구광역시 동구 상매동 519-1번지 상매동 519-1,그 외 기타 전자부품 제조업 외 2 종,(재)연구개발특구진흥재단 대구연구개발특구본부 기획경영팀,국가산업단지,전류센서,"규소강, PCB, 노릴"
3474,군위농공단지,(주)한국소방기구제작소,대구광역시 군위군 군위읍 군위공단길 84-11,대구광역시 군위군 군위읍 수서리 421-21번지,분사기 및 소화기 제조업 외 1 종,대구광역시 군위군,농공단지,소화기,"철,프라스틱"
3475,서대구일반산업단지,(주)한국소방기구제작소,"대구광역시 서구 평리로29길 33 (중리동, 한국소방기구)",대구광역시 서구 중리동 1155번지,분사기 및 소화기 제조업 외 6 종,서대구산업단지관리공단,일반산업단지,소화기,"철판,인산암모늄"
3476,달성2차일반산업단지,(주)한국소방기구제작소,대구광역시 달성군 구지면 달성2차로 220,대구광역시 달성군 구지면 예현리 761번지,분사기 및 소화기 제조업 외 7 종,한국산업단지공단 대구지역본부 달성사무소,일반산업단지,"자동식 소화기 및 수동식 소화기, 소화약제, 소방담요","철판, 제1인산암모늄, 유리섬유"
3477,대구국가산업단지,(주)한국소방기구제작소,대구광역시 달성군 구지면 국가산단대로50길 40 외 2필지,대구광역시 달성군 구지면 응암리 1278 외 2필지,전자부품 실장기판 제조업 외 2 종,한국산업단지공단 대구지역본부 달성사무소,국가산업단지,"인쇄회로, 소화기 등","철, 알루미늄, 황동 등"
3478,북구검단일반산업단지,(주)한국스텐,대구광역시 북구 검단로31길 69 (검단동),대구광역시 북구 검단동 838-84번지,배전반 및 전기 자동제어반 제조업,대구시티밸리산업단지관리공단,일반산업단지,"배전함, 분전함",스텐레스
3479,성서지방산업단지,(주)한국시스템,"대구광역시 달서구 달서대로 555, 3층 314 (신당동) 3층 314호",대구광역시 달서구 신당동 1261번지 3층 314 3층 314호,방송장비 제조업 외 1 종,대구성서산업단지관리공단,일반산업단지,폐쇄회로텔레비젼시스템 등,철
3480,,(주)한국아이디어연구소,대구광역시 북구 망월길 19 (서변동),대구광역시 북구 서변동 1133번지,기타 무선 통신장비 제조업,대구광역시 북구,일반,유무선원격제어장치 등,전자부품 등
3481,대구금호워터폴리스일반산업단지,(주)한국아이디어연구소,,대구광역시 북구 검단동 금호워터폴리스 A8-10,유선 통신장비 제조업,대구시티밸리산업단지관리공단,일반산업단지,"객실관리 system, 스마트팩토리 시스템, 스마트팜 시스템, 유량계 원격감시시스템",pcb 등
3482,,(주)한국알스트롬뭉쇼,대구광역시 달성군 유가읍 비슬로96길 75,대구광역시 달성군 유가읍 금리 7번지,기타 종이 및 판지 제조업,대구광역시 달성군,일반,자동차여과지,0
3483,대구경북경제자유구역수성의료지구,(주)한국알파시스템 ,"대구광역시 수성구 알파시티1로 170, B6-10 (대흥동)",대구광역시 수성구 대흥동 387번지 B6-10,시스템 소프트웨어 개발 및 공급업,대구경북경제자유구역청,일반산업단지,시스템소프트웨어개발 ,
3484,성서지방산업단지,(주)한국엠피엘,"대구광역시 달서구 성서공단북로42길 15, (1차단지 74B 2L) (갈산동)",대구광역시 달서구 갈산동 400-70번지,그 외 기타 전자부품 제조업 외 1 종,대구성서산업단지관리공단,일반산업단지,PDP부품,
3485,서대구일반산업단지,(주)한국의료기기정보센터,"대구광역시 서구 와룡로 307,  (중리동) 1동 5층 506호",대구광역시 서구 중리동 1166-1 1동 5층 506호,응용 소프트웨어 개발 및 공급업,서대구산업단지관리공단,일반산업단지,소프트웨어 개발,
3486,성서지방산업단지,(주)한국이엔씨,"대구광역시 달서구 성서공단북로 207, (1차단지 72B 9-1L) (신당동)",대구광역시 달서구 신당동 1187-2번지 (1차단지 72B 9-1L),배전반 및 전기 자동제어반 제조업,대구성서산업단지관리공단,일반산업단지,수배전반,
3487,대구테크노폴리스일반산업단지,(주)한국이엔씨,대구광역시 달성군 현풍읍 테크노대로2길 7-14,대구광역시 달성군 현풍읍 중리 510-1번지,배전반 및 전기 자동제어반 제조업 외 2 종,(재)연구개발특구진흥재단 대구연구개발특구본부 기획경영팀,일반산업단지,배전반 등,
3488,성서지방산업단지,(주)한국정공,"대구광역시 달서구 성서서로15길 6, 2차단지22-1B3L (2차단지 22-1B 3L) (월암동)",대구광역시 달서구 월암동 1088-2번지 (2차단지 22-1B 3L),그 외 자동차용 신품 부품 제조업 외 3 종,대구성서산업단지관리공단,일반산업단지,"pulley, coil",
3489,대구테크노폴리스일반산업단지,(주)한국정공,대구광역시 달성군 유가읍 0-0번지 대구테크노폴리스 산업용지 319B-2L,대구광역시 달성군 유가읍 0-0번지 대구테크노폴리스 산업용지 319B-2L,그 외 자동차용 신품 부품 제조업 외 3 종,대구경북경제자유구역청,일반산업단지,"카에어콘부품, 인젝션부품",
3490,대구테크노폴리스일반산업단지,(주)한국정공,대구광역시 달성군 유가읍 테크노순환로3길 17,대구광역시 달성군 유가읍 금리 1142-3번지,그 외 자동차용 신품 부품 제조업 외 3 종,(재)연구개발특구진흥재단 대구연구개발특구본부 기획경영팀,일반산업단지,카에어컨 부품,탄소강 등
3491,,(주)한국조경산업,대구광역시 달성군 옥포읍 옥계길 64-23,대구광역시 달성군 옥포읍 본리리 968,"체조, 육상 및 체력단련용 장비 제조업 외 1 종",대구광역시 달성군,일반,"시소, 그네, 운동시설물","스텐, 철재 등"
3492,서대구일반산업단지,(주)한국종합안전,"대구광역시 서구 와룡로66안길 22, 204호 (중리동)",대구광역시 서구 중리동 1111 204호,"기타 기술 시험, 검사 및 분석업",서대구산업단지관리공단,일반산업단지,비파괴 검사,
3493,,(주)한국천연염색,대구광역시 달성군 현풍면 과학북로100길 78,대구광역시 달성군 현풍면 신기리 166번지,"직물, 편조원단 및 의복류 염색 가공업",대구광역시 달성군,일반,염색사,
3494,성서지방산업단지,(주)한국커리어,"대구광역시 달서구 달서대로 559, 2층 209 (신당동, 이앤씨이노비즈타워)",대구광역시 달서구 신당동 1320-2번지 이앤씨이노비즈타워 2층 209,응용 소프트웨어 개발 및 공급업,대구성서산업단지관리공단,일반산업단지,교육소프트프로그램개발 외,
3495,달성2차일반산업단지,(주)한국클래드텍,"대구광역시 달성군 구지면 달성2차동1로 89, (외 1필지)",대구광역시 달성군 구지면 내리 846번지 (외 1필지),자동차용 금속 압형제품 제조업 외 3 종,한국산업단지공단 대구지역본부 달성사무소,일반산업단지,Clad Metal. 차량용 라디에디터 등,"STS, AL, CU"
3496,달성2차일반산업단지,(주)한국클래드텍,"대구광역시 달성군 구지면 달성2차동1로 53, (달성2차 21B 6L)",대구광역시 달성군 구지면 내리 848-5번지,자동차용 금속 압형제품 제조업 외 1 종,한국산업단지공단 대구지역본부 달성사무소,일반산업단지,Clad Metal,
3497,대구국가산업단지,(주)한국클래드텍,대구광역시 달성군 구지면 국가산단대로49길 67,대구광역시 달성군 구지면 창리 1376-4번지,자동차 차체용 신품 부품 제조업 외 1 종,한국산업단지공단 대구지역본부 달성사무소,국가산업단지,Clad Metal,"스테인레스, 알루미늄 등"
