순번,단지명,회사명,공장대표주소(도로명),공장대표주소(지번),업종명,관할조직명,설립구분,생산품,주원자재
2150,달성일반산업단지,(주)이노알앤씨2공장,대구광역시 달성군 논공읍 논공로 445-1,대구광역시 달성군 논공읍 본리리 29-223번지,그 외 자동차용 신품 부품 제조업 외 2 종,달성1차산업단지관리공단,일반산업단지,자동차고무부품,스틸
2151,대구금호워터폴리스일반산업단지,(주)이노오토텍,,대구광역시 북구 검단동 금호워터폴리스 A11-3,그 외 기타 특수목적용 기계 제조업,대구시티밸리산업단지관리공단,일반산업단지,산업용 기계장비,전자부품
2152,달성일반산업단지,(주)이노이앤지,대구광역시 달성군 논공읍 논공로 445-1,대구광역시 달성군 논공읍 본리리 29-223번지,고무패킹류 제조업 외 8 종,달성1차산업단지관리공단,일반산업단지,자동차용고무제품,"고무, 메탈"
2153,성서지방산업단지,(주)이노테크,"대구광역시 달서구 성서동로 43, 2차단지 42B 11L (월암동)",대구광역시 달서구 월암동 925-10번지 2차단지 42B 11L,자동차 엔진용 신품 부품 제조업 외 2 종,대구성서산업단지관리공단,일반산업단지,"자동차 오토 트랜스미션 부품, 전기차 감속기","주조품, 단조품"
2154,서대구일반산업단지,(주)이도산업,"대구광역시 서구 국채보상로6길 26, 1층(중리동)",대구광역시 서구 중리동 1029-3 1층,금속 표시판 제조업 외 4 종,서대구산업단지관리공단,일반산업단지,표지판,플라스틱 등
2155,대구금호워터폴리스일반산업단지,(주)이든철강,,대구광역시 북구 검단동 금호워터폴리스 A1-5,그 외 기타 1차 철강 제조업,대구시티밸리산업단지관리공단,일반산업단지,용접빔(용접h형강),철강재
2156,대구국가산업단지,(주)이디비대구,대구광역시 달성군 구지면 국가산단서로71길 129,대구광역시 달성군 구지면 수리리 1301-2,태양력 발전업,한국산업단지공단 대구지역본부 달성사무소,국가산업단지,전기,
2157,성서지방산업단지,(주)이레전자,"대구광역시 달서구 성서로35길 26, (2차 23-1B 3L) (월암동)",대구광역시 달서구 월암동 1-202번지 (2차 23-1B 3L),연성 및 기타 인쇄회로기판 제조업,대구성서산업단지관리공단,일반산업단지,전자부품,FPCB
2158,대구제3일반산업단지,(주)이로,대구광역시 북구 3공단로 33 (노원동3가),대구광역시 북구 노원동3가 465-12,절삭가공 및 유사처리업,대구제3산업단지관리공단,일반산업단지,기계부품가공,"알루미늄,철"
2159,서대구일반산업단지,(주)이로움,"대구광역시 서구 와룡로90길 41, 7층 713호(이현동) 7층 713호 외 1필지",대구광역시 서구 이현동 748 7층 713호 7층 713호 외 1필지,시스템 소프트웨어 개발 및 공급업,서대구산업단지관리공단,일반산업단지,소프트웨어,
2160,성서지방산업단지,(주)이루에프에이시스템,"대구광역시 달서구 달서대로109길 20, 117,118호(신당동) 117,118호","대구광역시 달서구 신당동 1320-1 117,118호 117,118호",그 외 기타 특수목적용 기계 제조업,대구성서산업단지관리공단,일반산업단지,자동제어장치,다관절로봇
2161,성서지방산업단지,(주)이루에프에이시스템,"대구광역시 달서구 달서대로109길 20,  (신당동) A동 1F층 A124호",대구광역시 달서구 신당동 1320-1 A동 1F층 A124호,그 외 기타 특수목적용 기계 제조업,대구성서산업단지관리공단,일반산업단지,자동화 장비제작,다관절 로봇
2162,성서지방산업단지,(주)이룸씨앤디,"대구광역시 달서구 성서서로 43, (2차 51B 5L) (대천동)",대구광역시 달서구 대천동 627 (2차 51B 5L),침구 및 관련제품 제조업,대구성서산업단지관리공단,일반산업단지,침구류,"원단, 솜"
2163,서대구일반산업단지,(주)이룸엔지니어링,"대구광역시 서구 와룡로 307, 6층 611호(중리동) 6층 611호",대구광역시 서구 중리동 1166-1 6층 611호 6층 611호,건물 및 토목 엔지니어링 서비스업,서대구산업단지관리공단,일반산업단지,토목엔지니어링,
2164,성서지방산업단지,(주)이룸쿡,"대구광역시 달서구 달서대로85길 89,  (3차단지 107B 1L) (호림동)",대구광역시 달서구 호림동  4-1번지,수동식 식품 가공기기 및 금속 주방용기 제조업,대구성서산업단지관리공단,일반산업단지,주방용품,철
2165,성서지방산업단지,(주)이마트 대구물류센터,"대구광역시 달서구 성서공단북로 104, (3차단지 67B 4L) (호산동)",대구광역시 달서구 호산동 706-8번지,육류 기타 가공 및 저장처리업 (가금류 제외) 외 7 종,대구성서산업단지관리공단,일반산업단지,식품가공품,농.축.수산물원료
2166,달성외국인투자지역,(주)이모션,대구광역시 달성군 구지면 달성2차로 132 외 5필지,대구광역시 달성군 구지면 내리 847-20번지 외 5필지,자동차용 신품 전기장치 제조업 외 2 종,한국산업단지공단 대구지역본부 달성사무소,외국인투자지역,"자동차공조컨트롤보드, 오디오",전자부품
2167,서대구일반산업단지,(주)이베인,"대구광역시 서구 와룡로66길 11, 2층 (중리동)",대구광역시 서구 중리동 1122-4번지,침구 및 관련제품 제조업,서대구산업단지관리공단,일반산업단지,"이불,침구류","원단,속지,지퍼"
2168,성서지방산업단지,(주)이브엘리베이터,"대구광역시 달서구 달서대로91길 35,  (호림동) 나동 2F층 A201호",대구광역시 달서구 호림동 9-6 나동 2F층 A201호,승강기 제조업 외 1 종,대구성서산업단지관리공단,일반산업단지,"승강기 부품 제조, 승강기 부품 연구 개발",철
2169,서대구일반산업단지,(주)이삭애드,"대구광역시 서구 와룡로 307, 8층 819호(중리동) 8층 819호",대구광역시 서구 중리동 1166-1 8층 819호 8층 819호,간판 및 광고물 제조업,서대구산업단지관리공단,일반산업단지,간판 및 광고물,"pvc켈, 유포지"
2170,성서지방산업단지,(주)이상플랜트,"대구광역시 달서구 성서로5길 111, (2차 49B 5L) (월암동)",대구광역시 달서구 월암동 905-3번지 (2차 49B 5L),산업용 냉장 및 냉동 장비 제조업 외 2 종,대구성서산업단지관리공단,일반산업단지,"우렌탄판넬,방열문,산업용냉동장비","폴리우레탄,플라스틱몰딩,철판"
2171,성서지방산업단지,(주)이수,"대구광역시 달서구 성서공단북로2길 53, (3차단지 78B 7L) (파호동)",대구광역시 달서구 파호동 205-9번지,고무패킹류 제조업 외 1 종,대구성서산업단지관리공단,일반산업단지,자동차 산업용고무,
2172,서대구일반산업단지,(주)이수스틸,"대구광역시 서구 와룡로97길 14, 4동 (이현동)",대구광역시 서구 이현동 42-31번지 4동,볼트 및 너트류 제조업 외 2 종,서대구산업단지관리공단,일반산업단지,"못,나사,볼트",
2173,달성일반산업단지,(주)이수페타시스,대구광역시 달성군 논공읍 논공로53길 36,대구광역시 달성군 논공읍 본리리 29-139번지,인쇄회로기판용 적층판 제조업 외 2 종,달성1차산업단지관리공단,일반산업단지,인쇄회로기판(PCB),"THIN CORE, CLL, COFFER FOIL, PREPREG"
2174,달성일반산업단지,(주)이수페타시스,대구광역시 달성군 논공읍 논공로53길 50 외 1필지,대구광역시 달성군 논공읍 북리 580-31번지 외 1필지,인쇄회로기판용 적층판 제조업 외 2 종,달성1차산업단지관리공단,일반산업단지,인쇄회로기판,동판
2175,달성일반산업단지,(주)이수페타시스,대구광역시 달성군 논공읍 논공로53길 60,대구광역시 달성군 논공읍 북리 580-48,인쇄회로기판용 적층판 제조업,달성1차산업단지관리공단,일반산업단지,PCB인쇄회로기판,동판
2176,달성일반산업단지,(주)이수페타시스,대구광역시 달성군 논공읍 논공로53길 70,대구광역시 달성군 논공읍 북리 580,인쇄회로기판용 적층판 제조업,달성1차산업단지관리공단,일반산업단지,PCB인쇄회로기판,동판
2177,달성2차일반산업단지,(주)이숲,"대구광역시 달성군 구지면 달성2차서로 55, 본관동 2층",대구광역시 달성군 구지면 내리 837-6번지 본관동 2층,"치약, 비누 및 기타 세제 제조업 외 2 종",한국산업단지공단 대구지역본부 달성사무소,일반산업단지,"치약, 화장품, 렌즈세정액","글리세린, 계면활성제"
2178,성서지방산업단지,(주)이스트 대구지점,"대구광역시 달서구 성서공단북로2길 60, (3차단지 85B 3L) (파호동)",대구광역시 달서구 파호동 206-2 (3차단지 85B 3L),산업처리공정 제어장비 제조업 외 1 종,대구성서산업단지관리공단,일반산업단지,자동화설비 제어시스템 로봇 제작,철
2179,대구국가산업단지,(주)이쓰리모빌리티,,대구광역시 달성군 구지면 응암리 1271-4,전동기 및 발전기 제조업 외 2 종,한국산업단지공단 대구지역본부 달성사무소,국가산업단지,"전동기 및 발전기, 이륜차용 램프 외",기계부품
2180,성서지방산업단지,(주)이안테크,"대구광역시 달서구 성서로 77, (2차 62B 2-3L) (대천동)",대구광역시 달서구 대천동 603-5 (2차 62B 2-3L),산업용 그 외 비경화 고무제품 제조업,대구성서산업단지관리공단,일반산업단지,"전자부품, 가스켓, 패킹류",고무
2181,성서지방산업단지,(주)이안텍스타일,"대구광역시 달서구 호산동로1길 23, 3차단지 108B 3L (호림동)",대구광역시 달서구 호림동 5-2번지 3차단지 108B 3L,침구 및 관련제품 제조업,대구성서산업단지관리공단,일반산업단지,침구류,
2182,성서지방산업단지,(주)이에스엠코리아,"대구광역시 달서구 성서공단로 72-19, 3차단지 85B 2L (대천동)",대구광역시 달서구 대천동 893-5번지 3차단지 85B 2L,전동기 및 발전기 제조업,대구성서산업단지관리공단,일반산업단지,소형독립형태양광발전기,
2183,대구국가산업단지,(주)이에스오토텍,"대구광역시 달성군 구지면 국가산단서로71길 81, B동",대구광역시 달성군 구지면 수리리 1301-7번지 B동,기어 및 동력전달장치 제조업 외 1 종,한국산업단지공단 대구지역본부 달성사무소,국가산업단지,SHAFT,단조품
2184,대구금호워터폴리스일반산업단지,(주)이에스테크놀로지,,대구광역시 북구 검단동 금호워터폴리스 A8-11,그 외 기타 전자부품 제조업,대구시티밸리산업단지관리공단,일반산업단지,"LAMP 시제품, 차량 UV살균기",led 등 각종 전장부품
2185,성서지방산업단지,(주)이에스티,"대구광역시 달서구 성서로5길 112, (2차단지 47B 11L) (월암동)",대구광역시 달서구 월암동 908-2번지 (2차단지 47B 11L),그 외 기타 전자부품 제조업,대구성서산업단지관리공단,일반산업단지,산업용 PCB Board,PCB 및 전자부품
2186,북구검단일반산업단지,(주)이에이치(E.H),대구광역시 북구 검단로 167 (검단동),대구광역시 북구 검단동 777-78,농업 및 임업용 기계 제조업,대구시티밸리산업단지관리공단,일반산업단지,"도정기, 농가용 전기건조기","모터,  철제케이스"
2187,달성2차일반산업단지,(주)이엔넥스,"대구광역시 달성군 구지면 달성2차2로 97, (주)이엔넥스",대구광역시 달성군 구지면 예현리 764-11 (주)이엔넥스,그 외 기타 특수목적용 기계 제조업 외 2 종,한국산업단지공단 대구지역본부 달성사무소,일반산업단지,"코터 , 프레스, 건식 장비, 프레스, 프레스","SUJ2, SS41, S45C, Al"
2188,대구국가산업단지,(주)이엔아이씨티,"대구광역시 달성군 구지면 국가산단대로40길 20, 국가물산업클러스터 RA305 외 1필지",대구광역시 달성군 구지면 응암리 1285 국가물산업클러스터 RA305 외 1필지,그 외 기타 전기장비 제조업 외 3 종,한국산업단지공단 대구지역본부 달성사무소,국가산업단지,"환경관련 기술서비스, 그 외 기타 전기장비 제조업(28909), 전기 경보 및 신호장치 제조업(28901)","전극봉, 우레탄 캡, 센서하우징, 센서 프로브, 센스보드, 센서 Plug, 케이블글란드, LS CABLE 10m, 통신모듈, 인클로저박스, 리튬이온배터리"
