순번,단지명,회사명,공장대표주소(도로명),공장대표주소(지번),업종명,관할조직명,설립구분,생산품,주원자재
2052,성서지방산업단지,(주)위드인포텍,"대구광역시 달서구 달서대로 559, 4층 406호 (신당동) 4층 406호",대구광역시 달서구 신당동 1320-2번지(3차단지 60-1B 3L) 이앤씨 벤처드림타워8 4층 406호 4층 406호,응용 소프트웨어 개발 및 공급업,대구성서산업단지관리공단,지식산업센터,소프트웨어,
2053,성서지방산업단지,(주)위드인포텍,"대구광역시 달서구 달서대로 559, 409,410호 (신당동, 이앤씨이노비즈타워) 409,410호","대구광역시 달서구 신당동 1320-2 이앤씨이노비즈타워 409,410호 409,410호",응용 소프트웨어 개발 및 공급업,대구성서산업단지관리공단,일반산업단지,"ERP, MES, POP, 그룹웨어",
2054,성서지방산업단지,(주)위드텍,대구광역시 달서구 성서공단로 72-11 (대천동),대구광역시 달서구 대천동 893-3번지,자동차용 신품 동력전달장치 제조업 외 1 종,대구성서산업단지관리공단,일반산업단지,자동차부품,철
2055,대구제3일반산업단지,(주)위브넥스,대구광역시 북구 3공단로 209-6 (노원동3가),대구광역시 북구 노원동3가 56-24 번지,"기타 섬유, 의복 및 가죽 가공 기계 제조업",대구제3산업단지관리공단,일반산업단지,섬유기계 등,철강
2056,서대구일반산업단지,(주)위저드정보시스템,"대구광역시 서구 와룡로 307, 8층 822호(중리동) 8층 822호",대구광역시 서구 중리동 1166-1 8층 822호 8층 822호,응용 소프트웨어 개발 및 공급업 외 1 종,서대구산업단지관리공단,일반산업단지,"소프트웨어 개발(솔루션, 키오스트, 산업용 단말기 등)",
2057,대구경북경제자유구역수성의료지구,(주)위츠 ,"대구광역시 수성구 알파시티1로 170, 2층 205 (대흥동)",대구광역시 수성구 대흥동 387번지 2층 205,컴퓨터시스템 통합 자문 및 구축 서비스업,대구경북경제자유구역청,일반산업단지,소프트웨어개발 ,
2058,성서지방산업단지,(주)윈시스태영,"대구광역시 달서구 성서로9길 26, 2차단지 62B 3L (대천동)",대구광역시 달서구 대천동 603-1번지 2차단지 62B 3L,커튼 및 유사제품 제조업,대구성서산업단지관리공단,일반산업단지,블라인드,알루미늄
2059,성서5차첨단산업단지,(주)윈텍,"대구광역시 달성군 다사읍 세천로1길 113, 성서5차산업단지 5B 1L",대구광역시 달성군 다사읍 세천리 1671-1번지 성서5차산업단지 5B 1L,그 외 기타 특수목적용 기계 제조업 외 1 종,대구성서산업단지관리공단,일반산업단지,자동차 부품 생산 자동화설비,
2060,대구국가산업단지,(주)윈텍글로비스,"대구광역시 달성군 구지면 국가산단대로40길 20, 국가물산업클러스터 수요자설계구역 P108호",대구광역시 달성군 구지면 응암리 1285 국가물산업클러스터 수요자설계구역 P108호,기타 공학 연구개발업,한국산업단지공단 대구지역본부 달성사무소,국가산업단지,기타 공학 연구개발업,
2061,성서지방산업단지,(주)윈텍통신,"대구광역시 달서구 성서4차첨단로 139,  (4차단지 3B 7L) (월암동)",대구광역시 달서구 월암동  1098번지,이동전화기 제조업,대구성서산업단지관리공단,일반산업단지,휴대폰조립,부품
2062,성서지방산업단지,(주)윈투,"대구광역시 달서구 성서공단북로59길 45, 1차 43B 5L (갈산동)",대구광역시 달서구 갈산동 100-19 1차 43B 5L,커튼 및 유사제품 제조업,대구성서산업단지관리공단,일반산업단지,커텐 블라인드,직물
2063,성서지방산업단지,(주)유나,"대구광역시 달서구 달구벌대로250길 36, 1차단지 46B 6-1L (갈산동)",대구광역시 달서구 갈산동 973-8번지 1차단지 46B 6-1L,면직물 직조업,대구성서산업단지관리공단,일반산업단지,면직물,
2064,대구경북첨단의료복합단지도시첨단산업단지,(주)유니메딕스,"대구광역시 동구 혁신대로 423-20, (주)유니메딕스 R&D센터 (대림동)",대구광역시 동구 대림동 883-2번지 (주)유니메딕스 R&D센터,그외 기타 의료용 기기 제조업,대구경북첨단의료산업진흥재단,도시첨단산업단지,의약품주입펌프,
2065,성서지방산업단지,(주)유니밋,"대구광역시 달서구 성서서로 74, (2차단지 23-2B 4-3L) (월암동)",대구광역시 달서구 월암동 1-211번지 (2차단지 23-2B 4-3L),화학섬유직물 직조업,대구성서산업단지관리공단,일반산업단지,"직물 제품,린넨 제품","폴리,린넨"
2066,성서지방산업단지,(주)유니버셜,"대구광역시 달서구 성서공단로25길 51, (2차 4-1B 6L) (갈산동)",대구광역시 달서구 갈산동 358-54 (2차 4-1B 6L),기타 물품 취급장비 제조업 외 1 종,대구성서산업단지관리공단,일반산업단지,"이동식휠체어리프트, 이동식휠체어리프트","알루미늄, 스틸, 목재"
2067,성서지방산업단지,(주)유니아텍스,"대구광역시 달서구 성서공단남로 30, 2차단지 53B 2L (대천동)",대구광역시 달서구 대천동 609번지,화학섬유직물 직조업 외 1 종,대구성서산업단지관리공단,일반산업단지,"화섬직,면직물",
2068,성서지방산업단지,(주)유니아텍스대구공장,"대구광역시 달서구 성서서로15길 11, (2차단지 22-2B 2-5L) (월암동)",대구광역시 달서구 월암동 1090-4번지,비주거용 건물 임대업,대구성서산업단지관리공단,일반산업단지,,
2069,성서지방산업단지,(주)유니온,"대구광역시 달서구 성서로24길 38, (2차단지 42B 18L) (2차단지 42B 18L) (월암동)",대구광역시 달서구 월암동 925-16번지,합성수지 및 기타 플라스틱 물질 제조업 외 3 종,대구성서산업단지관리공단,일반산업단지,PE 필름,
2070,성서지방산업단지,(주)유니온파이핑,"대구광역시 달서구 성서서로25길 42, (2차단지 15B 5L) (갈산동)",대구광역시 달서구 갈산동 358-40번지 (2차단지 15B 5L),그 외 기타 1차 철강 제조업 외 1 종,대구성서산업단지관리공단,일반산업단지,파이핑,파이프류
2071,달성2차일반산업단지,(주)유니테크시스템,대구광역시 달성군 구지면 달성2차동1로 41,대구광역시 달성군 구지면 내리 848-7번지,그 외 기타 분류 안된 금속 가공 제품 제조업 외 8 종,한국산업단지공단 대구지역본부 달성사무소,일반산업단지,수납식관람석,철자재
2072,달성2차일반산업단지,(주)유니테크시스템,대구광역시 달성군 구지면 달성2차1로 53,대구광역시 달성군 구지면 내리 852-9번지,사무용 기계 및 장비 제조업 외 4 종,한국산업단지공단 대구지역본부 달성사무소,일반산업단지,"수납식관람석, 조립식관람석, 무대, 철구조물","철자재, 목재, 알루미늄"
2073,성서지방산업단지,(주)유니폴리,"대구광역시 달서구 성서4차첨단로 160-10, (4차단지 10B 4L) (월암동)",대구광역시 달서구 월암동 1108번지 (4차단지 10B 4L),합성고무 제조업,대구성서산업단지관리공단,일반산업단지,"불소,테프론수지",고무
2074,달성2차일반산업단지,(주)유니플라이,대구광역시 달성군 구지면 달성2차동3로 61,대구광역시 달성군 구지면 예현리 763-10번지,"기타 섬유, 의복 및 가죽 가공 기계 제조업",한국산업단지공단 대구지역본부 달성사무소,일반산업단지,섬유 의복 가공기계,철
2075,달성일반산업단지,(주)유림하이텍,대구광역시 달성군 논공읍 논공로 526,대구광역시 달성군 논공읍 본리리 29-185번지,"질소화합물, 질소, 인산 및 칼리질 화학비료 제조업 외 3 종",달성1차산업단지관리공단,일반산업단지,"식품첨가물,의약품첨가물","폐전선,참나무"
2076,성서지방산업단지,(주)유명이앤씨,"대구광역시 달서구 성서공단남로36길 16, (2차단지 40B 9L) (2차단지 40B 9L) (월암동)",대구광역시 달서구 월암동 920-8번지,배전반 및 전기 자동제어반 제조업 외 2 종,대구성서산업단지관리공단,일반산업단지,수배전반외,
2077,성서지방산업단지,(주)유명이엔지,대구광역시 달서구 달서대로85길 58 (호림동) 3차단지 96B 8L,대구광역시 달서구 호림동 3-5 3차단지 96B 8L,배전반 및 전기 자동제어반 제조업,대구성서산업단지관리공단,일반산업단지,수배전반,"변압기,차단기,부스바"
2078,성서지방산업단지,(주)유명전기,"대구광역시 달서구 성서공단남로 184, 2차단지 37B 2L (월암동)",대구광역시 달서구 월암동 929-1번지,배전반 및 전기자동제어반 제조업 외 1 종,대구성서산업단지관리공단,일반산업단지,수.배전반,
2079,대구연구개발특구,(주)유바이오메드,대구광역시 동구 신서동 0번지 대구연구개발특구 의료R&D지구 특13-6,대구광역시 동구 신서동 0번지 대구연구개발특구 의료R&D지구 특13-6,그 외 기타 의료용 기기 제조업,(재)연구개발특구진흥재단 대구연구개발특구본부 기획경영팀,국가산업단지,"약물흡수피부자극기, 가열감온서킷, 실험동물 이미징장비",
2080,대구연구개발특구,(주)유바이오메드,대구광역시 동구 율암로 149-6 (상매동) 외 1필지,대구광역시 동구 상매동 521-2번지 외 1필지,그 외 기타 의료용 기기 제조업,(재)연구개발특구진흥재단 대구연구개발특구본부 기획경영팀,국가산업단지,의료기기,
2081,성서지방산업단지,(주)유비셀,"대구광역시 달서구 달서대로 559, (신당동, 이앤씨이노비즈타워) A동 10F층 A1006호",대구광역시 달서구 신당동 1320-2 이앤씨이노비즈타워 A동 10F층 A1006호,전자부품 실장기판 제조업,대구성서산업단지관리공단,일반산업단지,휴대폰 부품,전자부품
2082,성서지방산업단지,(주)유비즈,"대구광역시 달서구 호산동로1길 72, (3차단지 95B 1-6L)(호림동)",대구광역시 달서구 호림동 2-19 (3차단지 95B 1-6L),산업용 로봇 제조업,대구성서산업단지관리공단,일반산업단지,자동화 장비,"서보모터, 프로파일"
2083,성서지방산업단지,(주)유성무역,"대구광역시 달서구 달서대로64길 15, 2차단지 55B 7L (대천동)",대구광역시 달서구 대천동 825-1번지,화학섬유직물 직조업,대구성서산업단지관리공단,일반산업단지,"POLYESTER,자카드","75/36 TB, 75/36 SD사"
2084,성서지방산업단지,(주)유성에스에이치,"대구광역시 달서구 성서공단북로 203, 1차단지 73B 9-2L (신당동)",대구광역시 달서구 신당동 1187-9번지 1차단지 73B 9-2L,부직포 및 펠트 제조업,대구성서산업단지관리공단,일반산업단지,부직포,
2085,성서지방산업단지,(주)유성에프에이,"대구광역시 달서구 성서공단북로 235, 107호,108호(신당동)","대구광역시 달서구 신당동 1893 107호,108호",그 외 기타 특수목적용 기계 제조업,대구성서산업단지관리공단,일반산업단지,SMT자동화기계,"plc, 모터, 실린더"
2086,성서지방산업단지,(주)유성에프티,"대구광역시 달서구 성서공단북로3길 21, (3차단지 61B 4-6L) (파호동)",대구광역시 달서구 파호동 91-17번지 (3차단지 61B 4-6L),자동차용 금속 압형제품 제조업 외 4 종,대구성서산업단지관리공단,일반산업단지,금속압형,
2087,대구국가산업단지,(주)유성엔지니어링,대구광역시 달성군 구지면 국가산단대로28길 61,대구광역시 달성군 구지면 응암리 1290-11번지,기체 여과기 제조업 외 19 종,한국산업단지공단 대구지역본부 달성사무소,국가산업단지,,
2088,대구염색일반산업단지,(주)유성염직,"대구광역시 서구 달서천로 158, (주)유성염직 (평리동)",대구광역시 서구 평리동 400-4 (주)유성염직,"직물, 편조원단 및 의복류 염색 가공업",대구염색산업단지관리공단,일반산업단지,폴리에스텔,염.조제
2089,서대구일반산업단지,(주)유성오토모티브,대구광역시 서구 문화로23길 3 (이현동),대구광역시 서구 이현동 42-81번지,그 외 자동차용 신품 부품 제조업 외 3 종,서대구산업단지관리공단,일반산업단지,자동차부품,철판
2090,대구제3일반산업단지,(주)유성이엔지,대구광역시 북구 팔달로1길 102 (노원동3가),대구광역시 북구 노원동3가 241-6번지,그 외 기타 일반목적용 기계 제조업,대구제3산업단지관리공단,일반산업단지,"산업기계부품,반도체부품","S45C, S41C, SCM440"
2091,서대구일반산업단지,(주)유성인더스트리,대구광역시 서구 장산로 308(이현동) 외 1필지,대구광역시 서구 이현동 42-207 외 1필지,"천막, 텐트 및 유사 제품 제조업",서대구산업단지관리공단,일반산업단지,타포린,폴리에스테르
2092,달성2차일반산업단지,(주)유성일렉컴,대구광역시 달성군 구지면 달성2차2로 91,대구광역시 달성군 구지면 예현리 764-3 신성하이텍,자동차 엔진용 신품 부품 제조업,한국산업단지공단 대구지역본부 달성사무소,일반산업단지,HPCU(MX Housing 외),알루미늄 다이케스팅
2093,대구국가산업단지,(주)유솔,대구광역시 달성군 구지면 국가산단대로34길 50,대구광역시 달성군 구지면 응암리 1290-6,기타 무선 통신장비 제조업 외 7 종,한국산업단지공단 대구지역본부 달성사무소,국가산업단지,누수탐지기 등,"플라스틱케이스, PCB보드, 센서"
2094,성서지방산업단지,(주)유신직물,"대구광역시 달서구 성서서로 66, 2차단지 23-2B 5L (월암동)",대구광역시 달서구 월암동 1-43번지,화학섬유직물 직조업,대구성서산업단지관리공단,일반산업단지,POLYESTER,원사
2095,서대구일반산업단지,(주)유신테크,대구광역시 서구 평리로29길 21 (중리동),대구광역시 서구 중리동 1157-7,"금속 문, 창, 셔터 및 관련제품 제조업",서대구산업단지관리공단,일반산업단지,"금속 절단, 절곡 가공 등",철판 등
2096,성서지방산업단지,(주)유신하이테크,"대구광역시 달서구 성서로5길 32, 2차단지 61B 2L (대천동)",대구광역시 달서구 대천동 726번지,"플라스틱 포대, 봉투 및 유사제품 제조업 외 2 종",대구성서산업단지관리공단,일반산업단지,PE필름(포장용 비닐),"HDPE,LDPE"
2097,성서지방산업단지,(주)유에스종합건설,"대구광역시 달서구 달서대로 559, A동 B102호(신당동, 이앤씨이노비즈타워) A동 B102호",대구광역시 달서구 신당동 1320-2 이앤씨이노비즈타워 A동 B102호 A동 B102호,건축설계 및 관련 서비스업,대구성서산업단지관리공단,일반산업단지,건축설계,
2098,성서지방산업단지,(주)유엔디,"대구광역시 달서구 성서공단북로69길 56, 13동, 기계부품사업조합 (갈산동)","대구광역시 달서구 갈산동 8-3번지 13동, 기계부품사업조합",그 외 기타 분류 안된 금속 가공 제품 제조업,대구성서산업단지관리공단,일반산업단지,금속가공품,
2099,대구경북경제자유구역수성의료지구,(주)유엔디 ,"대구광역시 수성구 달구벌대로604길 14-1, 수성의료지구 B5-4 (대흥동)",대구광역시 수성구 대흥동 646-64번지 수성의료지구 B5-4,전기ㆍ전자공학 연구개발업,대구경북경제자유구역청,일반산업단지,IR센서모듈 ,
2100,대구제3일반산업단지,(주)유영,대구광역시 북구 노원로9길 63-2 (노원동3가),대구광역시 북구 노원동3가 241-22번지,"산업용 섬유 세척, 염색, 정리 및 가공 기계 제조업 외 2 종",대구제3산업단지관리공단,일반산업단지,"산업기계,전자부품","스테인레스,철판 등"
2101,성서지방산업단지,(주)유원,"대구광역시 달서구 성서공단북로59길 46, (1차단지 41B 2-1L) 1차단지 41B 2-1L (갈산동)",대구광역시 달서구 갈산동 100-185번지,그 외 기타 분류 안된 섬유제품 제조업,대구성서산업단지관리공단,일반산업단지,랏셀레이스,원단
2102,성서지방산업단지,(주)유원,"대구광역시 달서구 성서서로 13, (2차단지 52B 7-1L) 2차단지 52B 7-1L (대천동)",대구광역시 달서구 대천동 587-13번지 2차단지 52B 7-1L,그 외 자동차용 신품 부품 제조업 외 4 종,대구성서산업단지관리공단,일반산업단지,자동차부품,
2103,성서지방산업단지,(주)유원 성서제2공장,"대구광역시 달서구 성서공단북로43길 50, 1차단지 60B 4-1L (신당동)",대구광역시 달서구 신당동 382-4번지 1차단지 60B 4-1L,주형 및 금형 제조업 외 4 종,대구성서산업단지관리공단,일반산업단지,금형 및 자동차부품,철판
2104,달성2차일반산업단지,(주)유일랙시스,대구광역시 달성군 구지면 달성2차동1로 62,대구광역시 달성군 구지면 내리 849-20,구조용 금속 판제품 및 공작물 제조업 외 1 종,한국산업단지공단 대구지역본부 달성사무소,일반산업단지,"철 파렛트, 창고 랙",철
2105,성서지방산업단지,(주)유일에프엠에스,"대구광역시 달서구 달서대로88길 8, (2차단지 17B 2-1L) (갈산동) 외 1필지",대구광역시 달서구 갈산동 358-157번지 (2차단지 17B 2-1L) 외 1필지,그 외 기타 일반목적용 기계 제조업,대구성서산업단지관리공단,일반산업단지,피더제조 진공자동공급기 외,"COIL, SUS"
2106,달성2차일반산업단지,(주)유일엔지니어링,대구광역시 달성군 구지면 달성2차6로 33,대구광역시 달성군 구지면 예현리 758-11번지,기타 가공 공작기계 제조업 외 2 종,한국산업단지공단 대구지역본부 달성사무소,일반산업단지,산업용 세척기,"CR철판, HR철판, 스텐레스판"
2107,성서지방산업단지,(주)유일테크,"대구광역시 달서구 성서로 18-34, 2차단지 63B 10L (대천동)",대구광역시 달서구 대천동 749번지 2차단지 63B 10L,그 외 기타 금속가공업,대구성서산업단지관리공단,일반산업단지,금형 및 알루미늄 가공,
2108,성서지방산업단지,(주)유즈폴리켐,"대구광역시 달서구 성서서로25안길 27, 2차단지 7B 2-6L (갈산동)",대구광역시 달서구 갈산동 545-13번지 2차단지 7B 2-6L,산업용 그 외 비경화 고무제품 제조업,대구성서산업단지관리공단,일반산업단지,비경화특수고무,합성고무
2109,대구출판산업단지,(주)유지아크,대구광역시 달서구 월성동 1800-1번지,대구광역시 달서구 월성동 1800-1번지,시스템 소프트웨어 개발 및 공급업,대구성서산업단지관리공단,일반산업단지,인쇄관련 디자인 계획 제작,
2110,대구테크노폴리스일반산업단지,(주)유지인트,"대구광역시 달성군 유가읍 0-0번지 금리 304B-1L,305B-1L","대구광역시 달성군 유가읍 0-0번지 금리 304B-1L,305B-1L",금속 절삭기계 제조업,대구경북경제자유구역청,일반산업단지,공작기계,
2111,서대구일반산업단지,(주)유진가로등,대구광역시 서구 와룡로90길 64(이현동),대구광역시 서구 이현동 44-34,육상 금속 골조 구조재 제조업 외 3 종,서대구산업단지관리공단,일반산업단지,"스텐가로등, 주철등","스텐, 주철"
2112,달성2차일반산업단지,(주)유진사 대구공장,대구광역시 달성군 구지면 달성2차3로 53,대구광역시 달성군 구지면 예현리 763-17,기타 구조용 금속제품 제조업 외 2 종,한국산업단지공단 대구지역본부 달성사무소,일반산업단지,"가로등주,조명장치,분체도장","철제/스텐파이프, 분체도료"
2113,성서지방산업단지,(주)유진엠에스,"대구광역시 달서구 성서4차첨단로 127, (4차단지 3B 5L) (월암동)",대구광역시 달서구 월암동 1100번지,산업용 로봇 제조업,대구성서산업단지관리공단,일반산업단지,로봇제조,
2114,대구연구개발특구,(주)유진엠에스,대구광역시 달성군 유가읍 테크노순환로7길 15,대구광역시 달성군 유가읍 상리 926-1번지,산업용 로봇 제조업,(재)연구개발특구진흥재단 대구연구개발특구본부 기획경영팀,국가산업단지,산업기계 및 로봇시스템,철재 등
2115,성서지방산업단지,(주)유진하이테크,"대구광역시 달서구 달서대로88길 13, (2차단지 5B 9L) (갈산동)",대구광역시 달서구 갈산동 358-24 (2차단지 5B 9L),그 외 기타 전기장비 제조업,대구성서산업단지관리공단,일반산업단지,초정밀 절단기,철
2116,서대구일반산업단지,(주)유창롤,"대구광역시 서구 문화로21길 30 (이현동, 유창수출(주))",대구광역시 서구 이현동 42-339번지,날붙이 제조업,서대구산업단지관리공단,일반산업단지,"스판드릴,M-BAR",알미늄
2117,서대구일반산업단지,(주)유창롤,대구광역시 서구 문화로23길 25 (이현동),대구광역시 서구 이현동 42-488번지,구조용 금속 판제품 및 공작물 제조업 외 1 종,서대구산업단지관리공단,일반산업단지,"칸막이,천정자재",원자재(철강류)
2118,서대구일반산업단지,(주)유창씨엠아이,대구광역시 서구 장산로 208(중리동),대구광역시 서구 중리동 1020-1,건설ㆍ광업용 기계 및 장비 도매업 외 2 종,서대구산업단지관리공단,일반산업단지,굴삭기 부품,
2119,서대구일반산업단지,(주)유창씨엠아이,대구광역시 서구 장산로 206 (중리동),대구광역시 서구 중리동 1021번지,건설 및 채광용 기계장비 제조업 외 1 종,서대구산업단지관리공단,일반산업단지,광업용 기계,자동차 부품
2120,서대구일반산업단지,(주)유창알앤씨,대구광역시 서구 국채보상로20길 25 (중리동),대구광역시 서구 중리동 1075-1번지,재생용 재료 수집 및 판매업,서대구산업단지관리공단,일반산업단지,재생용재료수집 및 판매,
2121,서대구일반산업단지,(주)유창알앤씨,대구광역시 서구 장산로 216(중리동),대구광역시 서구 중리동 1019-7,비주거용 건물 임대업,서대구산업단지관리공단,일반산업단지,부동산 임대,
2122,대구염색일반산업단지,(주)유창염직,"대구광역시 서구 염색공단중앙로 86 (비산동, 유창염직)",대구광역시 서구 비산동 2041-24번지,"직물, 편조원단 및 의복류 염색 가공업",대구염색산업단지관리공단,일반산업단지,나이론(다우다),염.조제
2123,달성일반산업단지,(주)유창폴리텍,대구광역시 달성군 논공읍 논공중앙로 437,대구광역시 달성군 논공읍 본리리 29-215번지,운송장비 조립용 플라스틱제품 제조업 외 1 종,달성1차산업단지관리공단,일반산업단지,"전기장치, 조향장치",나이론
2124,대구제3일반산업단지,(주)유한,대구광역시 북구 3공단로41길 17 (노원동3가),대구광역시 북구 노원동3가 56-43번지,액체 여과기 제조업,대구제3산업단지관리공단,일반산업단지,산업용수 처리장치,"철판, 배관 등"
2125,성서지방산업단지,(주)유한이엔지,대구광역시 달서구 성서공단북로42길 46 (갈산동) 1차단지 77B 9L,대구광역시 달서구 갈산동 400-48 1차단지 77B 9L,산업용 로봇 제조업,대구성서산업단지관리공단,일반산업단지,자동화설비,"실린더, 프로파일 등"
2126,성서지방산업단지,(주)육장성특수강,대구광역시 달서구 성서공단남로 87 (월암동),대구광역시 달서구 월암동 1-69번지,그 외 기타 1차 철강 제조업 외 1 종,대구성서산업단지관리공단,일반산업단지,절단가공봉류,
2127,성서5차첨단산업단지,(주)육장성특수강,"대구광역시 달성군 다사읍 세천로3길 11, (5차단지내 19B 1L)",대구광역시 달성군 다사읍 세천리 1684-1번지 (5차단지내 19B 1L),기어 및 동력전달장치 제조업,대구성서산업단지관리공단,일반산업단지,universal joint,
2128,성서지방산업단지,(주)윤성정기,"대구광역시 달서구 성서공단로 332-12, (2차단지 34B 1-2L) (월성동)",대구광역시 달서구 월성동 1788-8번지 (2차단지 34B 1-2L),건설 및 채광용 기계장비 제조업 외 3 종,대구성서산업단지관리공단,일반산업단지,"유압브레이카 산업기계,엔진부품",
2129,대구염색일반산업단지,(주)윤텍스,대구광역시 서구 염색공단천로23길 29(비산동),대구광역시 서구 비산동 3169-1,"직물, 편조원단 및 의복류 염색 가공업",대구염색산업단지관리공단,일반산업단지,"나일론, 폴리염색","염료,원단"
2130,성서지방산업단지,(주)융합기술,"대구광역시 달서구 달서대로 555, 506호(신당동, 일신테크노밸리) 506호",대구광역시 달서구 신당동 1261 일신테크노밸리 506호 506호,전자감지장치 제조업 외 6 종,대구성서산업단지관리공단,일반산업단지,"비상경보기, 동보장치, 영상감지장치, 전자감지장치, 스마트안치단, 전시 및 광고용 조명장치, 유량계","PCB, 방송장비, cctv주변장치, LED모듈, 제어회로PCB, 파워스플라이"
2131,성서지방산업단지,(주)으뜸,"대구광역시 달서구 성서공단로35길 17, (갈산동, 2차단지 10B 14L)(갈산동)","대구광역시 달서구 갈산동 358-115 (갈산동, 2차단지 10B 14L)",화학섬유직물 직조업,대구성서산업단지관리공단,일반산업단지,기능성 섬유,"나일론사, 폴리에스테르사"
2132,대구염색일반산업단지,(주)은성다이텍,대구광역시 서구 염색공단중앙로22길 11 (비산동),대구광역시 서구 비산동 2036-36번지,"직물, 편조원단 및 의복류 염색 가공업",대구염색산업단지관리공단,일반산업단지,Polyester Fabric,"염료, 원단"
2133,달성일반산업단지,(주)은성에스티,대구광역시 달성군 논공읍 논공중앙로 365,대구광역시 달성군 논공읍 본리리 29-43,자동차용 신품 조향장치 및 현가 장치 제조업 외 1 종,달성1차산업단지관리공단,일반산업단지,자동차부품,알루미늄
2134,성서지방산업단지,(주)은성초경합금,"대구광역시 달서구 성서동로 31, (2차단지 42B 9-2L) (월암동)",대구광역시 달서구 월암동 925-22번지 (2차단지 42B 9-2L),기타 1차 비철금속 제조업,대구성서산업단지관리공단,일반산업단지,초경합금,
2135,대구제3일반산업단지,(주)은성하이텍,대구광역시 북구 3공단로41길 9 (노원동3가),대구광역시 북구 노원동3가 56-10번지,기타 가공 공작기계 제조업,대구제3산업단지관리공단,일반산업단지,진공장비부품,"스텐레스,스틸"
2136,성서지방산업단지,(주)은성하이텍,"대구광역시 달서구 성서공단북로 155, (3차첨단, 60-7B 5-10L) (호산동)","대구광역시 달서구 호산동 357-110 (3차첨단, 60-7B 5-10L)",그 외 기타 전자부품 제조업 외 1 종,대구성서산업단지관리공단,일반산업단지,진공장비부품(핸드폰디스플레이),부품
2137,성서지방산업단지,(주)은일,"대구광역시 달서구 성서로68길 25, 1차단지 34B 7-2L (갈산동)",대구광역시 달서구 갈산동 100-150번지 1차단지 34B 7-2L,반도체 제조용 기계 제조업,대구성서산업단지관리공단,일반산업단지,공장자동화설비,
2138,대구염색일반산업단지,(주)은일니트,대구광역시 서구 달서천로 164 (평리동),대구광역시 서구 달서천로 164 (평리동),"직물, 편조원단 및 의복류 염색 가공업",대구염색산업단지관리공단,일반산업단지,폴리에스텔,"염료, 원단"
2139,대구염색일반산업단지,(주)은일섬유,대구광역시 서구 달서천로 146 (평리동),대구광역시 서구 평리동 402-5번지,"직물, 편조원단 및 의복류 염색 가공업",대구염색산업단지관리공단,일반산업단지,폴리에스텔 염색,"염료,원단"
2140,대구염색일반산업단지,(주)을화 비산공장,"대구광역시 서구 염색공단중앙로 100 (비산동, (주)을화)",대구광역시 서구 비산동 2041-129번지,"직물, 편조원단 및 의복류 염색 가공업",대구염색산업단지관리공단,일반산업단지,폴리에스텔,염.조제
2141,성서지방산업단지,(주)을화 성서공장,대구광역시 달서구 성서공단남로32길 14 (월암동),대구광역시 달서구 월암동 914-4번지,비주거용 건물 임대업,대구성서산업단지관리공단,일반산업단지,부동산임대업,화섬사
2142,성서지방산업단지,(주)이가,"대구광역시 달서구 성서공단로 138, (2차단지 21B 1-1L) (월암동)",대구광역시 달서구 월암동 1-213번지,가금류 가공 및 저장 처리업,대구성서산업단지관리공단,일반산업단지,닭고기 가공,
2143,성서지방산업단지,(주)이가,"대구광역시 달서구 성서공단로 136, 2층(2차단지 21B 1L) (월암동)",대구광역시 달서구 월암동 1-23번지 2층(2차단지 21B 1L),반려동물용 사료 제조업 외 1 종,대구성서산업단지관리공단,일반산업단지,"단미사료,강아지고양이사료",장어 연어 닭가슴살 등
2144,성서지방산업단지,(주)이너아이,"대구광역시 달서구 성서공단로11길 62, R&D센터동 934호 (호산동, 대구테크노파크 성서캠퍼스 S) R&D센터동 934호 외 1필지",대구광역시 달서구 호산동 711 대구테크노파크 성서캠퍼스 S R&D센터동 934호 R&D센터동 934호 외 1필지,전기ㆍ전자공학 연구개발업,대구성서산업단지관리공단,일반산업단지,IPS비파괴 검사기 센서개발,
2145,성서지방산업단지,(주)이너아이,"대구광역시 달서구 성서공단로11길 62, 2호관동 322A호 (호산동, 대구테크노파크 성서캠퍼스 S) 2호관동 322A호",대구광역시 달서구 호산동 711 대구테크노파크 성서캠퍼스 S 2호관동 322A호 2호관동 322A호,"물질 검사, 측정 및 분석기구 제조업",대구성서산업단지관리공단,일반산업단지,IPS비파괴 검사기,"enamelled copper, magnet wire"
2146,대구제3일반산업단지,(주)이노,대구광역시 북구 노원로 61-7 (노원동3가),대구광역시 북구 노원동3가 234-6번지,안경 및 안경렌즈 제조업,대구제3산업단지관리공단,일반산업단지,안경테,"SUS, PE 등"
2147,대구테크노폴리스일반산업단지,(주)이노벡테크놀러지,대구광역시 동구 율암로 133 (상매동),대구광역시 동구 상매동 522-4번지,체외 진단 시약 제조업 외 1 종,(재)연구개발특구진흥재단 대구연구개발특구본부 기획경영팀,일반산업단지,의료용 계측기기,
2148,성서지방산업단지,(주)이노씰,"대구광역시 달서구 달서대로109길 73, 3차단지 60-6B 4-2L (호산동)",대구광역시 달서구 호산동 357-73번지 3차단지 60-6B 4-2L,주형 및 금형 제조업,대구성서산업단지관리공단,일반산업단지,금형,
2149,달성일반산업단지,(주)이노알앤씨,대구광역시 달성군 논공읍 논공로87길 87,대구광역시 달성군 논공읍 본리리 103-39번지,고무패킹류 제조업 외 7 종,달성1차산업단지관리공단,일반산업단지,자동차용 고무제품,"고무,철"
