번호,산업분류번호,업체명,소재지,주생산품,데이터기준일자
717,25,강우산업,대전광역시 대덕구 대전로 1094 (오정동),기계부품,2025-08-18
718,28,강진테크,대전광역시 대덕구 문평동로48번길 62 (문평동),전자교환기전원부용 전기회로접속장치,2025-08-18
719,62,개인용달,"대전광역시 대덕구 대화로106번길 66, 3층 304호(대화동, 펜타플렉스) 3층 304호 외 1필지","배전반, 전기 자동제어반",2025-08-18
720,25,거북칼라샷터,대전광역시 대덕구 오정로75번길 63(오정동),배전반 및 자동제어반,2025-08-18
721,26,거산전자(주),대전광역시 대덕구 비래동로39번길 34 (비래동),"산업기계제작,가공",2025-08-18
722,16,건설제재소,대전광역시 대덕구 오정동 9-19번지,"이동대차, 가로등주",2025-08-18
723,33,건영산업,대전광역시 대덕구 덕암로 98 (상서동),광고디자인,2025-08-18
724,29,건영엔지니어링,대전광역시 대덕구 대덕대로1284번길 275 (신일동),it융합제품,2025-08-18
725,25,건우특수기계,대전광역시 대덕구 대덕대로1417번길 20 (문평동),사무용가구,2025-08-18
726,20,건진건설(주),"대전광역시 대덕구 무지니1길 67, 1동 (평촌동)",엔진부품,2025-08-18
727,25,경남미성산업(주),대전광역시 대덕구 오정로75번길 91 (오정동),냉동기,2025-08-18
728,29,경남이엔지,대전광역시 대덕구 대화로150번길 42-11 (대화동),선박 기관부품,2025-08-18
729,25,경림정밀,"대전광역시 대덕구 대화로106번길 66, B1층 103호(대화동, 펜타플렉스) B1층 103호","가상화 파탈 개발, 설계 및 기술지원",2025-08-18
730,13,경선섬유(주),"대전광역시 대덕구 대화로52번길 182 (대화동, 경선섬유)",응용 소프트웨어,2025-08-18
731,29,경원ENG,대전광역시 대덕구 대화로161번길 26 (대화동),"삼계탕, 냉면육수",2025-08-18
732,22,경원산업,대전광역시 대덕구 대화로139번길 14-12 (대화동),근무복,2025-08-18
733,29,계룡솔테크,"대전광역시 대덕구 대화로 120, 1층 S101호(대화동, 가온비즈타워) 1층 S101호 외 1필지",탈취제,2025-08-18
734,32,계명상사,"대전광역시 대덕구 대전로1331번길 84 (대화동, 삼우화학)",태양력발전업,2025-08-18
735,25,고려금속앙카,"대전광역시 대덕구 한남로150번길 75, 고려금속앙카 (오정동)",자동제업잔,2025-08-18
736,25,고려금속앙카,대전광역시 대덕구 대전로 1313 (읍내동),"산업기계, 지그, 기계부품 외",2025-08-18
737,25,고려금속앙카 제2공장,대전광역시 대덕구 대전로1291번길 40 (읍내동),각종 지그,2025-08-18
738,13,고려자수,대전광역시 대덕구 계족로574번길 60 (중리동),폐수처리기계 수리,2025-08-18
739,68,고재선,대전광역시 대덕구 대화로139번길 30 (대화동),코팅렌즈,2025-08-18
740,70,골든트리스,"대전광역시 대덕구 대전로1331번길 40,(읍내동, 대전 플랫폼시티 지식산업센터) 1동 7층 727호 외 1필지",방충망 및 외풍차단자재,2025-08-18
741,10,곰식품,대전광역시 대덕구 신일동로93번길 27 (신일동),"흄후드, 크린벤치, 스크러버, 연구용 실험장비",2025-08-18
742,29,과학나라,"대전광역시 대덕구 대화로106번길 66, 4층 420호(대화동, 펜타플렉스) 4층 420호",실험기기,2025-08-18
743,30,광림자동차공업사,대전광역시 대덕구 상서당1길 50 (상서동),시트,2025-08-18
744,28,광성,대전광역시 대덕구 대전로1177번길 2-3 (오정동),펌프,2025-08-18
745,25,광성기공,대전광역시 대덕구 신일서로18번길 20 (신일동),실쾌류.생수캡,2025-08-18
746,28,광성정보통신,대전광역시 대덕구 대화로50번길 63 (대화동),엔진밸브,2025-08-18
747,28,광성테크,대전광역시 대덕구 평촌2길 4 (평촌동),타이어제작기계,2025-08-18
748,28,광일전기,대전광역시 대덕구 오정로23번길 54-12 (오정동),복층유리,2025-08-18
749,29,광일정밀,대전광역시 대덕구 대화로150번길 42-11 (대화동),산업기계,2025-08-18
750,25,광진테크,대전광역시 대덕구 벚꽃길 102 (상서동),타올,2025-08-18
751,71,교은글로벌,"대전광역시 대덕구 대화로 120, 11층 1125호(대화동, 가온비즈타워) 11층 1125호","기계가공, 기계제작, 압력용기",2025-08-18
752,62,구오소프트,"대전광역시 대덕구 대화로106번길 66, 6층 612호(대화동, 펜타플렉스) 6층 612호 외 1필지","포충기, 플라스틱사출성형품",2025-08-18
753,70,국립 한밭대학교,"대전광역시 대덕구 대화로106번길 66, 11층 1138호(대화동, 펜타플렉스) 11층 1138호 11층 1138호","농,공업용 비닐",2025-08-18
754,32,국보가구산업,대전광역시 대덕구 한남로88번길 71 (오정동),자동차 정비,2025-08-18
755,25,국원알미늄,"대전광역시 대덕구 대화로132번길 120 (대화동, 자영)",밀링머신,2025-08-18
756,29,국제냉동(주),"대전광역시 대덕구 산업단지로87번길 101 (신일동, 국제냉동(주))",임대업,2025-08-18
757,25,국제외장산업(주),대전광역시 대덕구 대덕대로1417번길 95 (문평동),임대업,2025-08-18
758,25,국제정밀,대전광역시 대덕구 신일동로93번길 17-14 (신일동),임대업,2025-08-18
759,58,굿모닝아이텍(주),"대전광역시 대덕구 대화로 120, 9층 907호(대화동, 가온비즈타워) 9층 907호 외 5필지",누룽지,2025-08-18
760,58,굿진,"대전광역시 대덕구 대화로106번길 66, 9층 925호(대화동, 펜타플렉스) 9층 925호",반도체부품 (브라켓),2025-08-18
761,10,굿푸드(주),대전광역시 대덕구 신일서로86번길 59 (신일동),나노히팅필름 개발,2025-08-18
762,14,그레이스,대전광역시 대덕구 비래동로24번길 5 (비래동) 비래동138-11,사출생산,2025-08-18
763,20,그린산업주식회사,대전광역시 대덕구 상서당1길 17 (상서동),진로체험 연구개발 및 교육서비스,2025-08-18
764,35,그린쏠라텍 태양광발전소,"대전광역시 대덕구 대화로106번길 140, A동 3층 (대화동)",핵산조미료,2025-08-18
765,28,그린오토팜,"대전광역시 대덕구 대화로150번길 113, 306호 (대화동)",명판 조각 및 케이스 외,2025-08-18
766,25,그린테크,"대전광역시 대덕구 상서당1길 52-4, 2동 (상서동)",식품오염 검사기,2025-08-18
767,25,그린테크,"대전광역시 대덕구 대화로106번길 66, B1층 B106호(대화동, 펜타플렉스) B1층 B106호",금속 부품(산업기계),2025-08-18
768,34,그린환경,"대전광역시 대덕구 대전로1331번길 40,(읍내동, 대전 플랫폼시티 지식산업센터) 1동 3층 322호",실험장비(배기장치),2025-08-18
769,27,글로벌옵티칼,대전광역시 대덕구 신일동로93번길 17-14 (신일동),플라스틱 용기,2025-08-18
770,13,금강,"대전광역시 대덕구 신탄진로318번길 8, 5동 (와동)",섬유,2025-08-18
771,29,금강PVC제작소,대전광역시 대덕구 대화로32번길 78 (대화동),제지,2025-08-18
772,25,금강기술원,대전광역시 대덕구 신탄진로348번길 2-75(와동),인터넷 광고 대행 서비스,2025-08-18
773,30,금강산업,"대전광역시 대덕구 오정로77번길 76, 1동 1층, 2동 창고(오정동)",고주파필터,2025-08-18
774,29,금강테크,대전광역시 대덕구 옛신탄진로 99 (오정동),"네트워크, 통신공사",2025-08-18
775,22,금동화학,대전광역시 대덕구 평촌5길 9 (평촌동),"배전반, 자동제어반",2025-08-18
776,30,금성공업사,"대전광역시 대덕구 신일서로86번길 55 (신일동, 금성공업사)",자사물류창고,2025-08-18
777,29,금성정공,"대전광역시 대덕구 대화로150번길 42-23 (대화동, 보강기계)",경영컨설팅서비스(인력관리자문),2025-08-18
778,23,금정복층유리,대전광역시 대덕구 대전로1118번길 25 (오정동),"컴퓨터 보안 소프트웨어 개발, 보안시스템 구축 및 관리",2025-08-18
779,29,금토엔지니어링,대전광역시 대덕구 대전로 1231 (대화동),냉면류.과자류,2025-08-18
780,13,기념타올,대전광역시 대덕구 무지니1길 30 (평촌동),"냉면,육수",2025-08-18
781,29,기능공업,대전광역시 대덕구 상서당1길 23 (상서동),냉면.육수.떡.만두,2025-08-18
782,22,기상몰드,대전광역시 대덕구 무지니1길 17 (평촌동),떡,2025-08-18
783,22,기성화학,"대전광역시 대덕구 산업단지로 117 (신일동, 기성화학)","냉면,육수",2025-08-18
784,95,기아(주)대전서비스센터,"대전광역시 대덕구 대화로50번길 89 (대화동, 기아자동차)","탁주, 약주",2025-08-18
785,29,기흥테크,대전광역시 대덕구 대덕대로1448번길 172 (신일동),김치류,2025-08-18
786,68,김경수,대전광역시 대덕구 대화로161번길 15 (대화동),"휴대용 인덕션, 교보재",2025-08-18
787,68,김동근,대전광역시 대덕구 대전로 1330-14 (읍내동),배지용 아가,2025-08-18
788,68,김홍권,대전광역시 대덕구 아리랑로 156 (읍내동),기계부품,2025-08-18
789,10,꼬솜누룽지,대전광역시 대덕구 계족로586번길 30 (중리동),통계DB관리 시스템,2025-08-18
790,25,나노엠텍,"대전광역시 대덕구 대화로 120, B1층 FB102호(대화동, 가온비즈타워) B1층 FB102호","DVR, IP CAMERA ASSY, Monitor BD ASSY",2025-08-18
791,70,나노일렉트로닉스(주),"대전광역시 대덕구 대화로 120, 6층 606호(대화동, 가온비즈타워) 6층 606호 외 1필지",골판지 상자 나이프,2025-08-18
792,29,나노플라테크,대전광역시 대덕구 신탄진로583번길 36 (상서동),엔진베어링,2025-08-18
793,70,나눔진로교육센터,"대전광역시 대덕구 대화로 120, 7층 727호(대화동, 가온비즈타워) 7층 727호",쿨링포그 시스템,2025-08-18
794,10,나라식품,대전광역시 대덕구 한남로150번길 108 (오정동),드론,2025-08-18
795,25,나우엔텍,대전광역시 대덕구 대전로 1103 (오정동),업무용 소프트웨어,2025-08-18
796,27,나우텍,"대전광역시 대덕구 대화로 120, B1층 FB109호(대화동, 가온비즈타워) B1층 FB109호",시스템관리소프트웨어개발,2025-08-18
797,25,나은테크,"대전광역시 대덕구 대화로 120, B1층 FB104호(대화동, 가온비즈타워) B1층 FB104호",절삭가공품,2025-08-18
798,29,낙원미디어시스템,대전광역시 대덕구 한절구지로 76 (신탄진동),산업용케이스 및 산업장치,2025-08-18
799,29,남광ENG,"대전광역시 대덕구 대화로 120, 2층 217호(대화동, 가온비즈타워) 2층 217호","열증착기, 진공증착기, 글로브박스",2025-08-18
800,22,남양하이텍,대전광역시 대덕구 평촌2길 8 (평촌동),타올,2025-08-18
801,13,남창기업,"대전광역시 대덕구 신탄진로738번길 85 (신탄진동, (주)남창산업)",사무실 등 인테리어 디자인,2025-08-18
802,17,남한제지(주)신탄진공장,"대전광역시 대덕구 대청로 41 (신탄진동, 남한제지)","알루미늄, 스틸 가공",2025-08-18
803,71,네오 Brain,"대전광역시 대덕구 대화로106번길 66, 6층 628호(대화동, 펜타플렉스) 6층 628호",DDC 제어반,2025-08-18
804,26,네오닉스(주),대전광역시 대덕구 덕암북로96번길 73 (덕암동),금속절삭가공,2025-08-18
805,42,네오정보통신,"대전광역시 대덕구 대화로106번길 66, 9층 906호(대화동, 펜타플렉스) 9층 906호",연구개발,2025-08-18
806,28,네이처텍,"대전광역시 대덕구 대화로 120, B1층 FB117호(대화동, 가온비즈타워) B1층 FB117호 외 3필지",화장품,2025-08-18
807,52,넥센타이어(주)대전지점,"대전광역시 대덕구 대화로52번안길 55 (대화동, 넥센타이어)",조명기구,2025-08-18
808,71,노동법률 노사컨설팅,"대전광역시 대덕구 대화로106번길 66, 8층 820호(대화동, 펜타플렉스) 8층 820호","LED바닥신호 등, LED조명기구 외",2025-08-18
809,58,노트솔루션,"대전광역시 대덕구 대화로 120, 10층 1035호(대화동, 가온비즈타워) 10층 1035호",임대,2025-08-18
810,10,농민식품,대전광역시 대덕구 오정로41번길 54-11 (오정동),가죽가공기계,2025-08-18
811,10,농민식품,대전광역시 대덕구 대화로150번길 60 (대화동),레미콘,2025-08-18
812,10,농민식품,대전광역시 대덕구 오정로41번길 54-3 (오정동),신재생에너지경영자문서비스,2025-08-18
813,10,농민식품 제2공장,"대전광역시 대덕구 대전로1331번길 353 (대화동, 삼영기계)",재생아스콘 및 아스콘,2025-08-18
814,10,농수산식품,대전광역시 대덕구 대화로150번길 60 (대화동),"연구소 시험기기, 반도체베이스판",2025-08-18
815,11,농업회사법인 신탄진주조 주식회사,대전광역시 대덕구 신탄진로738번길 128 (신탄진동),"커텐, 버티컬",2025-08-18
816,10,농업회사법인(주)대성식품팔도맛김치,대전광역시 대덕구 문평동로 39(문평동),poly cold(초저온 냉동기),2025-08-18
817,28,누구나(주),대전광역시 대덕구 문평동로 41-32(문평동),"교통단속용영상촬영시스템, 단속장비, 각종 보드류 등",2025-08-18
818,20,누리겔,대전광역시 대덕구 신일서로126번길 21 (신일동),산업기계 등,2025-08-18
819,25,누리정밀,"대전광역시 대덕구 대화로32번길 79 (대화동, 대원종합물산)",스크류,2025-08-18
820,58,누림정보시스템,"대전광역시 대덕구 대화로 120, 7층 713호(대화동, 가온비즈타워) 7층 713호",스크류(나사),2025-08-18
821,26,뉴아이테크,대전광역시 대덕구 신일동로93번길 1(신일동),연구소용 시험장비,2025-08-18
822,25,뉴테크,대전광역시 대덕구 새말3길 16 (상서동),액체펌프,2025-08-18
823,30,뉴텍(주),대전광역시 대덕구 신일서로18번길 38-17 (신일동),이동식 경사로,2025-08-18
824,29,뉴프(주),대전광역시 대덕구 산업단지로87번길 77 (신일동),"자동차 종합 수리, 점검",2025-08-18
825,31,니어스랩,"대전광역시 대덕구 상서당1길 52-3, 2층 니어스랩 (상서동)",교반기 외 ,2025-08-18
826,62,닉스테크놀로지(주),"대전광역시 대덕구 대화로 120, 9층 901호(대화동, 가온비즈타워) 9층 901호 외 1필지",네트워크 통신장비 랙제작 및 실장 장비테스트기 제작,2025-08-18
827,31,다나J&T,"대전광역시 대덕구 문평동로48번길 156, 다나J&T(문평동, (주)풍안산업)",밤바,2025-08-18
828,58,다온,"대전광역시 대덕구 대화로106번길 66, 11층 1117호(대화동, 펜타플렉스) 11층 1117호 외 1필지",실험용 교반장치 제작,2025-08-18
829,25,다올,"대전광역시 대덕구 대화로50번길 47, 6동(대화동, (주)대기하이텍)","수배전반, 분전반, 철재 및 스텐박스",2025-08-18
830,22,다우리기술,대전광역시 대덕구 태양마을길 49 (신탄진동),"철구조물, 간판",2025-08-18
831,29,다우백,"대전광역시 대덕구 대화로106번길 66, 5층 521호(대화동, 펜타플렉스) 5층 521호",통합출력관리솔루션,2025-08-18
832,13,다웰,대전광역시 대덕구 평촌3길 14 (평촌동),각종연구실 실험장치,2025-08-18
