CTPRVN_NM,SIGNGU_NM,ADSTRD_CD,PRFPLC_CO,FOOD_FCLTY_CO,LDGMNT_FCLTY_CO,POPLTN_CO,FILE_NM,BASE_DE
"강원특별자치도","강릉시","5115025000","3","739","166","179318","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","강릉시","5115031000","1","101","49","179318","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","강릉시","5115032000","1","18","52","179318","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","강릉시","5115033000","8","36","8","179318","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","강릉시","5115034000","6","213","175","179318","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","강릉시","5115035000","1","101","93","179318","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","강릉시","5115036000","4","148","178","179318","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","강릉시","5115037000","2","150","216","179318","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","강릉시","5115052000","7","610","47","179318","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","강릉시","5115054000","1","393","62","179318","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","강릉시","5115055000","6","588","35","179318","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","강릉시","5115056000","8","133","109","179318","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","강릉시","5115057100","2","480","29","179318","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","강릉시","5115057200","1","296","15","179318","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","강릉시","5115058000","4","253","95","179318","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","강릉시","5115059000","3","123","36","179318","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","강릉시","5115060000","1","244","7","179318","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","강릉시","5115061500","2","213","10","179318","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","강릉시","5115066500","14","267","299","179318","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","고성군","5182025000","6","239","74","21270","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","고성군","5182025300","7","197","101","21270","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","고성군","5182031000","5","75","95","21270","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","고성군","5182032000","1","140","268","21270","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","고성군","5182033000","4","262","293","21270","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","동해시","5117051000","6","884","47","72280","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","동해시","5117054000","1","133","16","72280","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","동해시","5117055000","1","96","10","72280","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","동해시","5117057000","2","174","27","72280","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","동해시","5117059000","1","167","117","72280","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","동해시","5117063000","1","55","121","72280","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","동해시","5117065000","1","64","10","72280","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","삼척시","5123025000","1","196","18","46205","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","삼척시","5123025300","1","240","100","46205","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","삼척시","5123031000","4","187","357","46205","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","삼척시","5123035000","1","12","31","46205","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","삼척시","5123036000","1","31","19","46205","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","삼척시","5123053000","2","252","68","46205","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","삼척시","5123057000","11","588","42","46205","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","속초시","5121051000","1","219","47","66912","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","속초시","5121052000","1","219","45","66912","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","속초시","5121054000","2","454","25","66912","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","속초시","5121056000","1","324","26","66912","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","속초시","5121057000","11","712","82","66912","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","속초시","5121058000","3","431","39","66912","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","속초시","5121059000","1","237","111","66912","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","속초시","5121060000","2","461","192","66912","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","양구군","5180025000","13","420","147","15945","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","양구군","5180032000","6","41","37","15945","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","양구군","5180033000","3","31","41","15945","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","양구군","5180034000","3","27","12","15945","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","양양군","5183025000","1","365","98","21771","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","양양군","5183031000","2","82","165","21771","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","양양군","5183032000","4","76","127","21771","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","양양군","5183033000","1","93","199","21771","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","양양군","5183035000","1","256","282","21771","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","영월군","5175025000","17","520","150","28385","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","영월군","5175031200","2","16","20","28385","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","영월군","5175032500","12","36","90","28385","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","영월군","5175033000","8","31","19","28385","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","영월군","5175034000","2","21","14","28385","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","영월군","5175035500","2","44","27","28385","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","영월군","5175036000","8","129","53","28385","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","영월군","5175038000","2","29","119","28385","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","원주시","5113025000","4","499","24","294364","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","원주시","5113031000","2","208","89","294364","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","원주시","5113032000","2","54","36","294364","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","원주시","5113033000","4","469","74","294364","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","원주시","5113035000","2","45","9","294364","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","원주시","5113036000","2","39","12","294364","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","원주시","5113037000","7","238","13","294364","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","원주시","5113038000","2","191","41","294364","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","원주시","5113039000","2","122","99","294364","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","원주시","5113051500","3","419","58","294364","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","원주시","5113052000","3","116","8","294364","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","원주시","5113053000","1","322","6","294364","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","원주시","5113054100","5","164","1","294364","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","원주시","5113055000","3","1032","14","294364","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","원주시","5113056000","3","251","9","294364","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","원주시","5113057500","1","73","6","294364","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","원주시","5113059000","4","1122","47","294364","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","원주시","5113062000","4","352","3","294364","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","원주시","5113063500","4","161","0","294364","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","원주시","5113065000","5","177","16","294364","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","원주시","5113066000","7","627","5","294364","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","원주시","5113067500","3","820","9","294364","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","인제군","5181025000","7","291","179","22819","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","인제군","5181032000","10","348","183","22819","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","인제군","5181033000","5","151","200","22819","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","인제군","5181034000","1","84","35","22819","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","인제군","5181035000","1","61","95","22819","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","정선군","5177025000","9","313","104","28123","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","정선군","5177025300","5","199","108","28123","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","정선군","5177025600","5","245","75","28123","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","정선군","5177025900","1","61","33","28123","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","정선군","5177032000","2","87","84","28123","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","정선군","5177034000","2","52","72","28123","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","정선군","5177035000","3","76","44","28123","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","정선군","5177036000","2","37","40","28123","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","정선군","5177037000","2","51","93","28123","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","철원군","5178025000","5","58","4","32638","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","철원군","5178025600","2","372","61","32638","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","철원군","5178025900","6","488","98","32638","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","철원군","5178031000","1","247","72","32638","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","춘천시","5111025000","2","154","20","240717","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","춘천시","5111031000","7","328","16","240717","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","춘천시","5111032000","5","36","13","240717","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","춘천시","5111033000","3","80","17","240717","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","춘천시","5111034000","1","25","36","240717","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","춘천시","5111035000","7","138","72","240717","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","춘천시","5111036000","2","51","61","240717","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","춘천시","5111038000","2","17","19","240717","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","춘천시","5111039000","1","398","8","240717","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","춘천시","5111040000","1","211","367","240717","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","춘천시","5111052000","3","95","3","240717","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","춘천시","5111054500","1","169","2","240717","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","춘천시","5111057000","2","169","50","240717","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","춘천시","5111058000","7","281","37","240717","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","춘천시","5111061100","1","315","4","240717","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","춘천시","5111062000","5","92","13","240717","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","춘천시","5111063000","3","317","42","240717","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","춘천시","5111064000","1","318","5","240717","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","춘천시","5111065000","5","926","3","240717","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","춘천시","5111066000","4","896","34","240717","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","춘천시","5111067500","15","423","38","240717","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","춘천시","5111070500","7","339","13","240717","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","태백시","5119051500","5","219","14","30873","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","태백시","5119058500","4","81","34","30873","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","태백시","5119059500","2","104","8","30873","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","태백시","5119060500","1","31","5","30873","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","태백시","5119061500","1","43","1","30873","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","평창군","5176025000","4","206","84","33278","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","평창군","5176031000","3","33","25","33278","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","평창군","5176032000","1","36","52","33278","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","평창군","5176034000","7","296","492","33278","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","평창군","5176035000","7","114","97","33278","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","평창군","5176036000","5","280","143","33278","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","평창군","5176038000","16","357","221","33278","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","홍천군","5172025000","10","985","74","55332","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","홍천군","5172031000","1","79","66","55332","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","홍천군","5172034000","1","60","57","55332","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","홍천군","5172035200","1","58","40","55332","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","홍천군","5172036000","1","142","36","55332","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","홍천군","5172037000","4","237","341","55332","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","화천군","5179025000","8","317","99","15862","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","화천군","5179031000","4","64","31","15862","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","화천군","5179032000","6","30","39","15862","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","화천군","5179033000","4","112","51","15862","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","화천군","5179034000","2","228","132","15862","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","횡성군","5173025000","3","502","31","37222","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","횡성군","5173031000","10","119","49","37222","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","횡성군","5173033000","2","218","189","37222","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","횡성군","5173034000","2","46","69","37222","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","횡성군","5173035000","2","32","55","37222","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","횡성군","5173036000","2","39","14","37222","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"강원특별자치도","횡성군","5173037000","3","46","41","37222","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"경기도","가평군","4182025000","8","667","505","50045","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"경기도","가평군","4182031000","8","378","295","50045","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"경기도","가평군","4182032500","10","454","437","50045","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"경기도","가평군","4182033000","7","194","390","50045","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"경기도","가평군","4182034500","4","298","191","50045","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"경기도","가평군","4182035000","5","118","545","50045","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"경기도","고양시 덕양구","4128151000","1","208","36","394429","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"경기도","고양시 덕양구","4128153000","2","324","0","394429","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"경기도","고양시 덕양구","4128154000","1","467","21","394429","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"경기도","고양시 덕양구","4128155000","3","59","0","394429","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"경기도","고양시 덕양구","4128156000","2","190","15","394429","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"경기도","고양시 덕양구","4128157700","3","303","3","394429","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"경기도","고양시 덕양구","4128158000","5","431","3","394429","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"경기도","고양시 덕양구","4128159000","4","434","15","394429","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"경기도","고양시 덕양구","4128160000","6","403","8","394429","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"경기도","고양시 덕양구","4128162100","2","455","12","394429","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"경기도","고양시 덕양구","4128162200","5","456","18","394429","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"경기도","고양시 덕양구","4128163000","2","365","9","394429","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"경기도","고양시 덕양구","4128164000","1","192","4","394429","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"경기도","고양시 덕양구","4128165000","2","388","7","394429","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"경기도","고양시 덕양구","4128166000","2","226","2","394429","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"경기도","고양시 덕양구","4128167000","1","53","1","394429","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"경기도","고양시 일산동구","4128551000","6","370","0","264981","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"경기도","고양시 일산동구","4128552500","1","256","3","264981","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"경기도","고양시 일산동구","4128552600","1","163","4","264981","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"경기도","고양시 일산동구","4128553000","5","575","7","264981","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"경기도","고양시 일산동구","4128554000","5","404","3","264981","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"경기도","고양시 일산동구","4128555100","3","664","12","264981","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"경기도","고양시 일산동구","4128555200","5","413","11","264981","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"경기도","고양시 일산동구","4128556000","8","289","4","264981","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"경기도","고양시 일산동구","4128557000","1","175","9","264981","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"경기도","고양시 일산동구","4128558000","3","126","1","264981","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"경기도","고양시 일산동구","4128559000","13","1643","49","264981","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"경기도","고양시 일산동구","4128560000","5","312","4","264981","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"경기도","고양시 일산서구","4128751000","1","199","1","257393","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"경기도","고양시 일산서구","4128752000","1","302","25","257393","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"경기도","고양시 일산서구","4128754600","1","48","1","257393","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"경기도","고양시 일산서구","4128755000","4","203","8","257393","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"경기도","고양시 일산서구","4128756000","2","247","7","257393","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"경기도","고양시 일산서구","4128757000","90","992","37","257393","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"경기도","고양시 일산서구","4128758000","11","173","1","257393","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"경기도","고양시 일산서구","4128760000","4","300","0","257393","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"경기도","고양시 일산서구","4128761000","2","198","1","257393","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"경기도","과천시","4129051000","2","101","3","54020","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"경기도","과천시","4129052000","2","41","0","54020","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"경기도","과천시","4129053000","1","198","1","54020","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"경기도","과천시","4129055000","9","100","0","54020","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"경기도","과천시","4129056000","16","49","1","54020","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"경기도","광명시","4121054000","2","267","19","238633","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"경기도","광명시","4121056000","1","90","2","238633","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"경기도","광명시","4121057000","1","135","2","238633","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"경기도","광명시","4121058000","3","114","0","238633","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"경기도","광명시","4121061000","4","403","11","238633","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"경기도","광명시","4121063100","1","281","9","238633","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"경기도","광명시","4121063200","3","61","0","238633","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"경기도","광명시","4121063300","1","223","1","238633","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"경기도","광명시","4121064000","3","349","2","238633","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"경기도","광명시","4121065000","4","253","4","238633","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"경기도","광명시","4121065500","5","342","2","238633","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"경기도","광명시","4121066000","3","63","1","238633","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"경기도","광주시","4161025300","4","527","9","332204","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"경기도","광주시","4161025900","6","590","24","332204","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"경기도","광주시","4161033000","3","187","53","332204","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"경기도","광주시","4161034000","9","303","63","332204","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"경기도","광주시","4161035000","4","57","3","332204","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"경기도","광주시","4161037000","4","229","13","332204","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"경기도","광주시","4161051000","5","755","19","332204","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"경기도","광주시","4161052000","3","373","5","332204","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
"경기도","광주시","4161054000","2","112","1","332204","KC_624_DMSTC_MIEC_STATN_BIZAEA_2023","20231221"
