기준년월,행정동명,중분류,소비액(천원)
202404,송도4동,제과음료업,373108.0
202405,송도4동,호텔,261750.0
202405,송도4동,기타숙박,471218.0
202405,송도4동,레저용품쇼핑,370363.0
202405,송도4동,육상운송,170238.0
202405,송도4동,기타관광쇼핑,617596.0
202405,송도4동,골프장,16325.0
202405,송도4동,기타레저,44056.0
202405,송도4동,문화서비스,915.0
202405,송도4동,뷰티,158309.0
202405,송도4동,일반외식업,1156140.0
202405,송도4동,제과음료업,394736.0
202406,송도4동,호텔,366283.0
202406,송도4동,기타숙박,445805.0
202406,송도4동,레저용품쇼핑,408434.0
202406,송도4동,문화서비스,107053.0
202406,송도4동,육상운송,171191.0
202406,송도4동,기타관광쇼핑,648683.0
202406,송도4동,골프장,12332.0
202406,송도4동,기타레저,38021.0
202406,송도4동,뷰티,153636.0
202406,송도4동,일반외식업,1176720.0
202406,송도4동,제과음료업,395565.0
202407,송도4동,호텔,403259.0
202407,송도4동,기타숙박,311575.0
202407,송도4동,레저용품쇼핑,359445.0
202407,송도4동,문화서비스,96456.0
202407,송도4동,육상운송,219794.0
202407,송도4동,기타관광쇼핑,626653.0
202407,송도4동,골프장,9710.0
202407,송도4동,기타레저,39761.0
202407,송도4동,뷰티,153531.0
202407,송도4동,일반외식업,1069192.0
202407,송도4동,제과음료업,364639.0
202408,송도4동,호텔,524848.0
202408,송도4동,기타숙박,345413.0
202408,송도4동,레저용품쇼핑,317614.0
202408,송도4동,문화서비스,28402.0
202408,송도4동,육상운송,241045.0
202408,송도4동,기타관광쇼핑,682851.0
202408,송도4동,골프장,7269.0
202408,송도4동,기타레저,55808.0
202408,송도4동,뷰티,194962.0
202408,송도4동,일반외식업,1110168.0
202408,송도4동,제과음료업,433572.0
202409,송도4동,호텔,337200.0
202409,송도4동,기타숙박,399699.0
202409,송도4동,레저용품쇼핑,415521.0
202409,송도4동,문화서비스,100185.0
202409,송도4동,육상운송,190190.0
202409,송도4동,기타관광쇼핑,669992.0
202409,송도4동,골프장,7491.0
202409,송도4동,기타레저,22586.0
202409,송도4동,뷰티,183340.0
202409,송도4동,일반외식업,1120621.0
202409,송도4동,제과음료업,415975.0
202410,송도4동,호텔,330180.0
202410,송도4동,기타숙박,825976.0
202410,송도4동,레저용품쇼핑,369742.0
202410,송도4동,문화서비스,11294.0
202410,송도4동,육상운송,192089.0
202410,송도4동,렌터카,1627.0
202410,송도4동,기타관광쇼핑,757926.0
202410,송도4동,골프장,7536.0
202410,송도4동,기타레저,26183.0
202410,송도4동,뷰티,232626.0
202410,송도4동,일반외식업,1320118.0
202410,송도4동,제과음료업,446394.0
202411,송도4동,호텔,353173.0
202411,송도4동,기타숙박,595527.0
202411,송도4동,레저용품쇼핑,316710.0
202411,송도4동,육상운송,169908.0
202411,송도4동,기타관광쇼핑,749590.0
202411,송도4동,골프장,6611.0
202411,송도4동,기타레저,22835.0
202411,송도4동,문화서비스,4964.0
202411,송도4동,뷰티,216636.0
202411,송도4동,일반외식업,1151518.0
202411,송도4동,제과음료업,409449.0
202412,송도4동,호텔,337719.0
202412,송도4동,기타숙박,443002.0
202412,송도4동,레저용품쇼핑,128643.0
202412,송도4동,육상운송,183169.0
202412,송도4동,기타관광쇼핑,746301.0
202412,송도4동,골프장,12296.0
202412,송도4동,기타레저,34391.0
202412,송도4동,문화서비스,8039.0
202412,송도4동,뷰티,263271.0
202412,송도4동,일반외식업,1317975.0
202412,송도4동,제과음료업,400310.0
202401,송도5동,관광총소비,1290023.0
202402,송도5동,관광총소비,1332164.0
202403,송도5동,관광총소비,1495459.0
202404,송도5동,관광총소비,1452204.0
202405,송도5동,관광총소비,1525524.0
202406,송도5동,관광총소비,1550056.0
202407,송도5동,관광총소비,1510910.0
202408,송도5동,관광총소비,1560018.0
202409,송도5동,관광총소비,1522322.0
202410,송도5동,관광총소비,1474637.0
202411,송도5동,관광총소비,1324626.0
202412,송도5동,관광총소비,1391270.0
202401,송도5동,기타레저,1962.0
202401,송도5동,육상운송,1012.0
202401,송도5동,레저용품쇼핑,3326.0
202401,송도5동,기타관광쇼핑,566320.0
202401,송도5동,의료관광,25200.0
202401,송도5동,뷰티,49939.0
202401,송도5동,일반외식업,505043.0
202401,송도5동,제과음료업,137220.0
202402,송도5동,기타레저,3565.0
202402,송도5동,육상운송,795.0
202402,송도5동,레저용품쇼핑,3909.0
202402,송도5동,기타관광쇼핑,608719.0
202402,송도5동,의료관광,32497.0
202402,송도5동,뷰티,54815.0
202402,송도5동,일반외식업,477928.0
202402,송도5동,제과음료업,149937.0
202403,송도5동,렌터카,1827.0
202403,송도5동,기타레저,1695.0
202403,송도5동,육상운송,794.0
202403,송도5동,레저용품쇼핑,7188.0
202403,송도5동,기타관광쇼핑,556789.0
202403,송도5동,의료관광,35739.0
202403,송도5동,뷰티,54110.0
202403,송도5동,일반외식업,574481.0
202403,송도5동,제과음료업,262836.0
202404,송도5동,기타레저,1089.0
202404,송도5동,육상운송,1093.0
202404,송도5동,수상운송,2970.0
202404,송도5동,레저용품쇼핑,709.0
202404,송도5동,기타관광쇼핑,535091.0
202404,송도5동,의료관광,30495.0
202404,송도5동,뷰티,48201.0
202404,송도5동,일반외식업,553555.0
202404,송도5동,제과음료업,279002.0
202405,송도5동,기타레저,822.0
