기준년월,행정동명,중분류,소비액(천원)
202512,송도2동,기타숙박,290859.0
202512,송도2동,여행업,1091.0
202512,송도2동,레저용품쇼핑,116863.0
202512,송도2동,기타관광쇼핑,1516710.0
202512,송도2동,문화서비스,4607.0
202512,송도2동,육상운송,13762.0
202512,송도2동,골프장,28176.0
202512,송도2동,기타레저,84129.0
202512,송도2동,의료관광,50681.0
202512,송도2동,뷰티,362085.0
202512,송도2동,일반외식업,4350086.0
202512,송도2동,제과음료업,631001.0
